author,song,style_feature_category,extracted_text,time_needed
Кочо Рацин,Балада за непознатиот,Зборови поврзани со самоповредување,"Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.748649835586548
Кочо Рацин,Балада за непознатиот,Сексуална содржина,"Сексуална содржина – зборови што се однесуваат на секс или еротика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4991235733032227
Кочо Рацин,Балада за непознатиот,Зборови поврзани со слободно време,"Зборови поврзани со слободно време – зборови што опишуваат рекреација и хоби.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.500030040740967
Кочо Рацин,Балада за непознатиот,Зборови поврзани со дом,"Зборови поврзани со дом – зборови што се однесуваат на живеалиште и семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5681560039520264
Кочо Рацин,Балада за непознатиот,Зборови поврзани со работа,"Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.462505340576172
Кочо Рацин,Балада за непознатиот,Зборови поврзани со пари,"Зборови поврзани со пари – зборови што опишуваат финансии и економија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4622647762298584
Кочо Рацин,Балада за непознатиот,Зборови поврзани со религија,"Зборови поврзани со религија – зборови што опишуваат духовност и верски практики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5688300132751465
Кочо Рацин,Балада за непознатиот,Зборови поврзани со политика,"Зборови поврзани со политика – зборови што опишуваат власт и општествени односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5348129272460938
Кочо Рацин,Балада за непознатиот,Зборови поврзани со култура,"Зборови поврзани со култура – зборови што се однесуваат на уметност, традиции и идентитет.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.711097478866577
Кочо Рацин,Балада за непознатиот,Странски зборови,"Странски зборови – зборови кои не припаѓаат на македонскиот јазик.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.499701976776123
Кочо Рацин,Балада за непознатиот,Научни зборови,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.594503879547119
Кочо Рацин,Балада за непознатиот,Сленг зборови,"Сленг зборови – неформални и разговорни изрази.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.0720174312591553
Кочо Рацин,Балада за непознатиот,Сленг од социјални мрежи,Дали авторот на овој пасус ја содржи особината Сленг од социјални мрежи?[/INST],1.4164745807647705
Кочо Рацин,Балада за непознатиот,Зборови-полнители (filler words),"Зборови-полнители (filler words) – зборови кои не додаваат значење, но ја пополнуваат реченицата.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.816739797592163
Кочо Рацин,Балада за непознатиот,Зборови фокусирани на минатото,"Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.
Да, авторот ја содржи оваа особина.
Опис:
Во поемата „Балада за непознатиот“ од Кочо Рацин, авторот користи зборови фокусирани на минатото, изрази што се однесуваат на претходни настани. На пример, во првата строфа, авторот го опишува непознатиот како „млад човек“, но подоцна во истата строфа тој вели дека „младиот човек“ е мртов. Ова укажува на тоа дека зборовите фокусирани на минатото се користат за да се опише непознатиот како поединец кој починал во минатото.",8.695621728897095
Кочо Рацин,Балада за непознатиот,Зборови фокусирани на сегашноста,"Зборови фокусирани на сегашноста – изрази што се однесуваат на моменталното време.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.536468029022217
Кочо Рацин,Балада за непознатиот,Зборови фокусирани на иднината,"Зборови фокусирани на иднината – зборови што се однесуваат на претстојни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.637152910232544
Кочо Рацин,Балада за непознатиот,Зборови поврзани со време,"Зборови поврзани со време – зборови што опишуваат периоди и траење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3569610118865967
Кочо Рацин,Балада за непознатиот,Погрешно напишани зборови,"Погрешно напишани зборови – зборови со правописни грешки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2164230346679688
Кочо Рацин,Балада за непознатиот,Повторени зборови,"Почитуван корисник,
Ви благодариме на вашето прашање.Стилот на авторот е повторувачки.Авторот користи повторувачки зборови во неговата поезија.",2.394375801086426
Кочо Рацин,Балада за непознатиот,Зборови кои изразуваат количина,"Зборови кои изразуваат количина – зборови што означуваат број или мера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.427922248840332
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат семејство,"Зборови кои означуваат семејство – зборови што именуваат членови на семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.603712797164917
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат пријатели,"Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.56795597076416
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат мажи,"Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.498729705810547
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат жени,"Зборови кои означуваат жени – зборови што се однесуваат на женски личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.498720407485962
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат миленици,"Зборови кои означуваат миленици – зборови што именуваат домашни животни.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5001232624053955
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат социјален статус,"Зборови кои означуваат социјален статус – зборови што покажуваат општествена положба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.677994728088379
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат сиромаштија,"Зборови кои означуваат сиромаштија – зборови што укажуваат на недостиг на средства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6032371520996094
Кочо Рацин,Балада за непознатиот,Зборови кои означуваат богатство,"Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7809090614318848
Кочо Рацин,Балада за непознатиот,Интерпункциски симболи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.590499639511108
Кочо Рацин,Балада за непознатиот,Составени зборови со цртичка,"Составени зборови со цртичка – зборови што содржат тире (на пр. црвено-бел).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7461822032928467
Кочо Рацин,Балада за непознатиот,Оксфордска запирка,"Оксфордска запирка – запирка пред 'и' во список.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1784095764160156
Кочо Рацин,Балада за непознатиот,Зборови во загради,"Зборови во загради – дополнителен текст вметнат меѓу загради.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3206679821014404
Кочо Рацин,Балада за непознатиот,Броеви,"Броеви – зборови или симболи што означуваат количества.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1747982501983643
Кочо Рацин,Балада за непознатиот,Издолжени зборови,"Издолжени зборови – зборови со намерно продолжени букви (на пр. „долгоооо“).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6024882793426514
Гане Тодоровски,Молитва,Фигуративен јазик,"Да, авторот на овој пасус ја содржи оваа особина. Фигуративниот јазик е присутен во поезијата.",1.7635843753814697
Гане Тодоровски,Молитва,Сарказам,"Да, авторот на овој пасус ја содржи особината Сарказам. Ова е пример за тоа како се изразува сарказам:",1.7627592086791992
Гане Тодоровски,Молитва,Фрагмент од реченица,"Фрагмент од реченица – недовршена реченица без сите неопходни граматички делови.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4587366580963135
Гане Тодоровски,Молитва,Долга реченица (run-on),"Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.809980630874634
Гане Тодоровски,Молитва,Активен глас,"Да, авторот на овој пасус ја содржи особината активен глас. Ова е пример за активен глас: „Јас го пишувам писмото“.",1.9046740531921387
Гане Тодоровски,Молитва,Пасивен глас,Пасивен глас – конструкција во која подметот ја прима дејството (на пр. „Писмото е напишано од мене“).,1.7309002876281738
Гане Тодоровски,Молитва,Грешки во согласување,Дали авторот на овој пасус ја содржи особината Грешки во согласување?[/INST],1.5586462020874023
Гане Тодоровски,Молитва,Машки заменки,"Да, авторот на овој пасус ја содржи особината Машки заменки. Ова е пример за стилот македонска поезија.",1.7252051830291748
Гане Тодоровски,Молитва,Женски заменки,"Да, авторот на овој пасус ја содржи особината Женски заменки. Ова е пример за тоа како се користи:",1.6277897357940674
Гане Тодоровски,Молитва,Просоцијално однесување,"Просоцијално однесување – јазик кој покажува соработка, помош или емпатија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6032602787017822
Гане Тодоровски,Молитва,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.
Одговорот треба да биде краток и концизен. Не се препорачува да се користат зборови како: ""не е точно"", ""не е вистина"", ""не е точно дека"" и слично.",3.9668872356414795
Гане Тодоровски,Молитва,Бидување љубезен,"Бидување љубезен – употреба на изрази на почит, културни и учтиви форми.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6021807193756104
Гане Тодоровски,Молитва,Прикажување меѓучовечки конфликт,Дали авторот на овој пасус ја содржи особината Прикажување меѓучовечки конфликт?[/INST],1.597184181213379
Гане Тодоровски,Молитва,Морализирање,"Да, авторот на овој пасус ја содржи особината Морализирање. Ова е пример за тоа како се изразуваат судовите врз основа на морални вредности:",2.2490525245666504
Гане Тодоровски,Молитва,Зборови за комуникација,"Зборови за комуникација – зборови поврзани со говор, пишување или размена на пораки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.56303334236145
Гане Тодоровски,Молитва,Индикатори за моќ,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.594367265701294
Гане Тодоровски,Молитва,Говор за постигнување,Дали авторот на овој пасус ја содржи особината Говор за постигнување?[/INST],1.5558569431304932
Гане Тодоровски,Молитва,Индикација на сигурност,"Индикација на сигурност – зборови што изразуваат апсолутна увереност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4932501316070557
Гане Тодоровски,Молитва,Бидување несигурен/колеблив,"Бидување несигурен/колеблив – зборови што изразуваат сомнеж, несигурност или условност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.81620717048645
Гане Тодоровски,Молитва,Увид,"Увид – јазик што покажува самосвест, разбирање или размислување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3113317489624023
Гане Тодоровски,Молитва,Сè или ништо размислување,"Да, авторот на овој пасус ја содржи особината Сè или ништо размислување. Ова е пример за тоа:",1.6249868869781494
Гане Тодоровски,Молитва,Зборови поврзани со меморија,"Зборови поврзани со меморија – зборови кои се однесуваат на сеќавање или минати искуства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.742129325866699
Гане Тодоровски,Молитва,Позитивна емоција,"Позитивна емоција – зборови што пренесуваат радост, љубов, ентузијазам.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.596876621246338
Гане Тодоровски,Молитва,Негативна емоција,"Негативна емоција – зборови што пренесуваат тага, болка или огорченост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4584388732910156
Гане Тодоровски,Молитва,Анксиозност,"Анксиозност – зборови што изразуваат загриженост, страв или напнатост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4912209510803223
Гане Тодоровски,Молитва,Лутинa,"Лутинa – зборови што пренесуваат гнев, фрустрација или агресија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.383070707321167
Гане Тодоровски,Молитва,Тага,"Тага – зборови што одразуваат жалост, депресија или меланхолија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.419606924057007
Гане Тодоровски,Молитва,Пцовки,"Пцовки – повторно вулгарни или непристојни зборови.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.12896466255188
Гане Тодоровски,Молитва,Позитивен тон,"Позитивен тон – јазик кој создава пријатна и охрабрувачка атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4929656982421875
Гане Тодоровски,Молитва,Негативен тон,"Негативен тон – јазик кој создава непријатна или критична атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.455488920211792
Гане Тодоровски,Молитва,Неутрален тон,"Неутрален тон – јазик кој е рамномерен и без силна емоција.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3502893447875977
Гане Тодоровски,Молитва,Зборови поврзани со аудитивна перцепција,"Зборови поврзани со аудитивна перцепција – зборови кои опишуваат слушање и звуци.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.67476749420166
Гане Тодоровски,Молитва,Зборови поврзани со визуелна перцепција,"Зборови поврзани со визуелна перцепција – зборови кои опишуваат гледање и слики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.710045576095581
Гане Тодоровски,Молитва,Зборови поврзани со просторна перцепција,"Зборови поврзани со просторна перцепција – зборови што опишуваат позиција, насока и простор.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.780916452407837
Гане Тодоровски,Молитва,Зборови поврзани со перцепција на движење,"Зборови поврзани со перцепција на движење – зборови кои опишуваат промени на позиција и динамика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.744643449783325
Гане Тодоровски,Молитва,Зборови поврзани со внимание,"Зборови поврзани со внимание – зборови кои опишуваат фокус, концентрација или забележување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7754268646240234
Гане Тодоровски,Молитва,Зборови поврзани со привлечност,"Зборови поврзани со привлечност – зборови кои изразуваат убавина, шарм или привлечност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7770915031433105
Гане Тодоровски,Молитва,Зборови поврзани со љубопитност,"Зборови поврзани со љубопитност – зборови што изразуваат интерес и желба за знаење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7418715953826904
Гане Тодоровски,Молитва,Зборови поврзани со ризик,"Зборови поврзани со ризик – зборови што укажуваат на опасност или неизвесност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5995142459869385
Гане Тодоровски,Молитва,Зборови поврзани со награда,"Зборови поврзани со награда – зборови кои изразуваат добивка, успех или придобивка.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6712281703948975
Гане Тодоровски,Молитва,Зборови кои изразуваат потреби,"Зборови кои изразуваат потреби – зборови кои опишуваат неопходни услови за преживување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.779620885848999
Гане Тодоровски,Молитва,Зборови кои изразуваат желби,"Зборови кои изразуваат желби – зборови кои укажуваат на лични стремежи или копнежи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7404258251190186
Гане Тодоровски,Молитва,Зборови кои изразуваат стекнување,"Зборови кои изразуваат стекнување – зборови што означуваат добивање или поседување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6726019382476807
Гане Тодоровски,Молитва,Зборови кои изразуваат недостаток,"Зборови кои изразуваат недостаток – зборови што означуваат губење или отсуство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.566277503967285
Гане Тодоровски,Молитва,Зборови кои изразуваат исполнување,"Зборови кои изразуваат исполнување – зборови кои означуваат постигнување или задоволување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.816418409347534
Гане Тодоровски,Молитва,Зборови кои изразуваат замор,"Зборови кои изразуваат замор – зборови кои укажуваат на умор или исцрпеност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5654618740081787
Гане Тодоровски,Молитва,Зборови кои изразуваат болест,"Зборови кои изразуваат болест – зборови што означуваат физичка или психичка болест.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.670973062515259
Гане Тодоровски,Молитва,Зборови кои изразуваат здравје,"Зборови кои изразуваат здравје – зборови што означуваат благосостојба и виталност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.670128583908081
Гане Тодоровски,Молитва,Зборови поврзани со ментално здравје,"Зборови поврзани со ментално здравје – зборови што укажуваат на психолошка состојба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7484633922576904
Гане Тодоровски,Молитва,Зборови поврзани со храна или јадење,"Зборови поврзани со храна или јадење – зборови што опишуваат исхрана или акти на јадење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.744420289993286
Гане Тодоровски,Молитва,Зборови поврзани со смрт,"Зборови поврзани со смрт – зборови што опишуваат умирање, крај или загуба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.563777208328247
Гане Тодоровски,Молитва,Зборови поврзани со самоповредување,"Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7421159744262695
Гане Тодоровски,Молитва,Сексуална содржина,"Сексуална содржина – зборови што се однесуваат на секс или еротика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4957306385040283
Гане Тодоровски,Молитва,Зборови поврзани со слободно време,"Зборови поврзани со слободно време – зборови што опишуваат рекреација и хоби.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4969780445098877
Гане Тодоровски,Молитва,Зборови поврзани со дом,"Зборови поврзани со дом – зборови што се однесуваат на живеалиште и семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.564023733139038
Гане Тодоровски,Молитва,Зборови поврзани со работа,"Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.457418918609619
Гане Тодоровски,Молитва,Зборови поврзани со пари,"Зборови поврзани со пари – зборови што опишуваат финансии и економија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.458477735519409
Гане Тодоровски,Молитва,Зборови поврзани со религија,"Зборови поврзани со религија – зборови што опишуваат духовност и верски практики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5638420581817627
Гане Тодоровски,Молитва,Зборови поврзани со политика,"Зборови поврзани со политика – зборови што опишуваат власт и општествени односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.528907537460327
Гане Тодоровски,Молитва,Зборови поврзани со култура,"Зборови поврзани со култура – зборови што се однесуваат на уметност, традиции и идентитет.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.704556703567505
Гане Тодоровски,Молитва,Странски зборови,"Странски зборови – зборови кои не припаѓаат на македонскиот јазик.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.493870496749878
Гане Тодоровски,Молитва,Научни зборови,"Научни зборови – термини кои се користат во академски или стручни контексти.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4247379302978516
Гане Тодоровски,Молитва,Сленг зборови,"Сленг зборови – неформални и разговорни изрази.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.062875509262085
Гане Тодоровски,Молитва,Сленг од социјални мрежи,"Сленг од социјални мрежи – современ интернет сленг и кратенки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.247443675994873
Гане Тодоровски,Молитва,Зборови-полнители (filler words),"Зборови-полнители (filler words) – зборови кои не додаваат значење, но ја пополнуваат реченицата.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8128082752227783
Гане Тодоровски,Молитва,Зборови фокусирани на минатото,"Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5663609504699707
Гане Тодоровски,Молитва,Зборови фокусирани на сегашноста,"Зборови фокусирани на сегашноста – изрази што се однесуваат на моменталното време.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5320329666137695
Гане Тодоровски,Молитва,Зборови фокусирани на иднината,"Зборови фокусирани на иднината – зборови што се однесуваат на претстојни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.636584520339966
Гане Тодоровски,Молитва,Зборови поврзани со време,"Зборови поврзани со време – зборови што опишуваат периоди и траење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.356635570526123
Гане Тодоровски,Молитва,Погрешно напишани зборови,"Погрешно напишани зборови – зборови со правописни грешки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2136971950531006
Гане Тодоровски,Молитва,Повторени зборови,"Почитуван корисник,
Ви благодариме за вашата порака. Ова е автоматски одговор. Нема да добиете одговор на оваа порака.",2.0070924758911133
Гане Тодоровски,Молитва,Зборови кои изразуваат количина,"Зборови кои изразуваат количина – зборови што означуваат број или мера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4289984703063965
Гане Тодоровски,Молитва,Зборови кои означуваат семејство,"Зборови кои означуваат семејство – зборови што именуваат членови на семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6033527851104736
Гане Тодоровски,Молитва,Зборови кои означуваат пријатели,"Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5674240589141846
Гане Тодоровски,Молитва,Зборови кои означуваат мажи,"Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.494593620300293
Гане Тодоровски,Молитва,Зборови кои означуваат жени,"Зборови кои означуваат жени – зборови што се однесуваат на женски личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.493878126144409
Гане Тодоровски,Молитва,Зборови кои означуваат миленици,"Зборови кои означуваат миленици – зборови што именуваат домашни животни.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.495208978652954
Гане Тодоровски,Молитва,Зборови кои означуваат социјален статус,"Зборови кои означуваат социјален статус – зборови што покажуваат општествена положба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6756279468536377
Гане Тодоровски,Молитва,Зборови кои означуваат сиромаштија,"Зборови кои означуваат сиромаштија – зборови што укажуваат на недостиг на средства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.600911855697632
Гане Тодоровски,Молитва,Зборови кои означуваат богатство,"Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7809369564056396
