author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Владо Урошевиќ,ЗИМСКО MOPE,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, тихо се шета,
забораво, сенка на минатото,
која ни го губи светот со својата шета,
и ни го враќа срцето на својата стаза.

Очите ми ги исполнуваат светлините на спомените,
но ти, забораво, си ги губи во сенките,
и ни ги остава само празнините,
каде што љубовта некогаш беше.

Ти си тихо стоење во темнината,
со раце празни, чекајќи да ни земеш,
сите оние што ги имаме заборавените,
и ни ги остава само празнините.

Но во срцето има уште трага,
на она што беше, но што веќе не е,
и ти, забораво, си го губи срцето,
и ни го враќа на својата стаза.

Во тишината на ноќта, тихо се шета,
забораво, сенка на минатото,
која ни го губи светот со својата шета,
и ни го враќа срцето на својата стаза.",340,399,739,2544
Владо Урошевиќ,ЕЗЕРО I,,Песна за Ќоло и неговото небо,"Песна за Ќоло и неговото небо

Ќоло седнал на ридскиот врв,
гледајќи низ вековите, низ сончевиот тив.
Сега тие ѕвезди се негови пријатели,
светли светчиња во ноќта, негови мисли.

Ветровите му раскажуваат стари приказни,
од денови кога земјата уште беше млада.
Ќоло ги слуша, тихо, со голема љубов,
како да ги чувствува нивните ветрови.

Од далечнината, планините му се блиски,
нивните врвови се негови браќа.
Тие се гордо прават, високо во небото,
негови домови, неговото огромно семејство.

Ќоло гледа како сончето се искачува,
и светлината го осветлува секој камен.
Тој знае дека тоа е неговиот брат,
кој секој ден го здрави со топлото здравоутро.

Во тишината на ноќта, Ќоло ги слуша песните,
од далечниот морски брег до блискиот рид.
Тие му раскажуваат за љубовта и за болката,
неговиот живот, неговиот вечен ид.

Тука, на ридскиот врв, Ќоло е среќен,
со своето небо, со своите ѕвезди.
Тој е дел од нив, тихо, во нивната тишина,
неговиот свет, неговото вечно присуство.",340,513,853,3763
Владо Урошевиќ,Крајот на летото,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите тихо зборуваат,
Се шета сенка стара, со раце исполнети со заборав.
Таа брка спомени, како ветрот ги брка листовите,
И срцето се полни со тишина, полна со прашања.

Од далечнината на минатото, се слушаат ветерани,
Кој дали тие се уште живи, или веќе исчезнати?
Тие летаат во ветрот, лебдат во сончевиот свет,
И сè уште го носат мирисот на денови давни.

Заборавот е тихо рајско дрво, со лисја од злато,
Кој ги собира траги, ги губи траги, ги враќа спомени.
Тој ни нуди мир, но и прашања, како дали никој не помина?
Дали сме ние сами, или срцето ни е празнина?

Во тишината на ноќта, кога ѕвездите тихо зборуваат,
Се шета сенка стара, со раце исполнети со заборав.
Таа брка спомени, како ветрот ги брка листовите,
И срцето се полни со тишина, полна со прашања.",340,455,795,2958
Владо Урошевиќ,ВЕЧЕРЕН АВТОБУС,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми се полни со светлина, но сенките се губаат,
Каде што љубовта исчезна, таму има заборав.
Секој чекор е ново прашање, секој чекор е нов став,
Тој ми го нуди чаша, полн со сенки од минатото.

Во овие улици, каде што смешењето веќе немее,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

А сепак, душа ми чека, душа ми чека нови денови,
Каде што љубовта исчезна, таму има заборав.
Секој чекор е ново прашање, секој чекор е нов став,
Тој ми го нуди чаша, полн со сенки од минатото.",340,434,774,2661
Владо Урошевиќ,ЛETEH ДОЖД,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми се полни со светлина, но сенките се враќаат,
Секој чекор напред, ги брка, но секој чекор назад.
Тој е вечен пријател, што ни нуди мир,
Во него лежи исполнета чаша заборав.

Во него се губеме, но и се наоѓаме,
Тој е сончевиот зрак, што го осветлува темниот пат.
Тука срцето го губи трагите, но ги пронаоѓа себе,
Во него лежи веченото сонце на нашиот спомен.

Песната заборавот, вечен пријател на срцето,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ни нуди чаша, полн со сенки од минатото.",340,411,751,3181
Владо Урошевиќ,ШТО СТАНА CO КОЗАТА според сликата на Глитор Чемерски,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, тихо се шета,
забораво, сенка на минатото,
кој ги носиш спомените во рацете,
како ветер, тихо, тие летаат.

Очите ми гледаат празнини,
и ти си таму, тихо, лебдејќи,
со раце пленени од минатото,
но ти ги носиш оние денови.

Ти си сон, ти си ветер, ти си вет,
кој ги несеш спомените настрана,
и ти ги носиш оние часови,
кога сме живееле, но сега си тука.

Забораво, ти си сенка на светот,
кој ги несеш оние денови,
и ти ги носиш оние часови,
кога сме живееле, но сега си тука.

Ти си сон, ти си ветер, ти си вет,
кој ги несеш спомените настрана,
и ти ги носиш оние денови,
кои ги носиш во тишината на ноќта.",340,362,702,2367
Владо Урошевиќ,Паника,,Песна на Седмата Листа,"Песна на Седмата Листа

Во тишината на седмата листа,
каде што ветровите тихо шетаат,
светлината на денот се губи,
а ноќта почнува да го зема своето.

Тука, каде што ѕвездите почнуваат да зборуваат,
и реките на спомени течат,
срцето се отвора за да слушне,
што само тихото прашање знае.

Седмата листа е сон на висина,
каде што душа лета без крила,
и сите прашања се одговори,
а секој одговор е нов сон.

Тука, каде што времето се губи,
и секој миг е вечен час,
песната на животот се пее,
и секој стих е исполнет со љубов.

Седмата листа е рајот на душа,
каде што сите празнини се полнат,
и секој звук е дел од величината,
на она што секогаш ќе остане.

Тука, во тишината на седмата листа,
срцето пронаоѓа свој дом,
и душа го пронаоѓа својот пат,
во сонот на вечноста и слобода.",340,405,745,2845
Владо Урошевиќ,БРАНИТЕЛ ΗΑ КУЛАТА,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но стари се уште се тука,
Во сенките на спомените, каде што ти си јас.

Очите ми гледаат празнини, полни со прашината на години,
Секој чекор е лесен, но срцето тежи како камен.
Песната на животот, често се губи во текот,
Тука е местото каде што ти си јас, во сенките на заборав.

Во овие часови на светлина, ти си ми сон,
Од кој секој утрин се будвам, но никогаш не се будам.
Секој ден е нов поглед, но стариот е уште тука,
Во сенките на спомените, каде што ти си јас.

Заборави го минатото, но спомените се уште живи,
Тука е местото каде што ти си јас, во тишината на ноќта.
Секој ден носи нови траги, но стари се уште се тука,
Во сенките на спомените, каде што ти си јас.",340,430,770,3060
Владо Урошевиќ,Поети,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми ги гледаат сенките на она што беше,
Тој ми го нуди заборав, леб за душа гладен.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Минатото е книгата, полна со белешки,
Тој ми го нуди заборав, леб за душа гладен.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.",340,510,850,2619
Владо Урошевиќ,НАСЕТУВАЊЕ HA MOPETO,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, тихо ми шета,
заборавен ветар, со него ми лета.
Очите ми ги гледа, но не ги фаќа,
светлината на спомените, тука ја губи пата.

Песна тиха, сончеви денови,
заборавените рими, тука ги носив.
Во сенките на минатото, тихо се шета,
заборавен ветар, со него ми лета.

Сеќавања ми ги губи, но тихо ми шета,
заборавен ветар, со него ми лета.
Очите ми ги гледа, но не ги фаќа,
светлината на спомените, тука ја губи пата.

Песна тиха, сончеви денови,
заборавените рими, тука ги носив.
Во сенките на минатото, тихо се шета,
заборавен ветар, со него ми лета.

Ти си ми го заборави, тихо ми шета,
заборавен ветар, со него ми лета.
Очите ми ги гледа, но не ги фаќа,
светлината на спомените, тука ја губи пата.

Песна тиха, сончеви денови,
заборавените рими, тука ги носив.
Во сенките на минатото, тихо се шета,
заборавен ветар, со него ми лета.",340,487,827,2892
Владо Урошевиќ,ДЕТСКА ЛETHA ПРИКАЗНА,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.

Од далечина се чуват стари зборови,
Тука се губеме во нив, но никогаш не ги пронаоѓаме.
Секој ден носи нова болка, но срцето остава,
Сеќавања како сонови, што никогаш не се исполнуваат.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.",340,327,667,2030
Владо Урошевиќ,ЗИМСКО ПАТУВАЊЕ,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, како да ни зборува за заборавот.
Тој лебди, лебди, лебди, низ спомените на минатото,
Нека го носи она што веќе не е, но нека го остави она што е.

Ти си сенка на она што беше,
Ти си ветер на она што веќе не постои.
Ти си звук во празнината на срцето,
Кој ни укажува на патот на она што нема да се врати.

Во овие ноќи полнети со прашања,
Ти си она што ни ги враќа сончевиот светлини,
Ти си она што ни укажува на нов пат,
Кој ни нуди надежда, дури и кога сме во сенките на заборавот.

Ти си спокојство во бурниот морето на душа,
Ти си светлина во темнината на минатото.
Ти си она што ни укажува на нов живот,
Кој ни нуди нова почва, дури и кога сме во сенките на заборавот.

Заборави, заборави, но не заборавај,
Заборави, заборави, но помни.
Заборави, заборави, но верувај,
Заборави, заборави, но верувај во новото што доаѓа.",340,486,826,3098
Владо Урошевиќ,ЉУБОВНИЦИ ШТО СПИЈАТ ПО ЉУБОВТА,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.

Од далечина се слуша звукот на стари песни,
Тука се чуват ветровите на минатите години.
Секој чекор е спомен, секој чекор е болка,
Тука се губи времето, во морето на спомени.

Во овие улици, каде светлината се губи,
Тука се слуша тишината, тишината на души.
Секој камен е спомен, секој камен е трага,
Тука се раѓа заборавот, но срцето се раѓа.

Од далечина се слуша звукот на стари песни,
Тука се чуват ветровите на минатите години.
Секој чекор е спомен, секој чекор е болка,
Тука се губи времето, во морето на спомени.",340,380,720,2613
Владо Урошевиќ,ЛЕТЕН ДОЖД,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат.

Од далечина, звукот на стари песни се слуша,
Тука се губи времето, во сенките на минатото.
Секој чекор е спомен, секој чекор е трага,
Во овој свет на заборав, каде срцето се губи.

Ти си ветер, што носиш луѓе, што носиш души,
Тука се спојуваат животи, сеќавања и туга.
Секој ден носи нови лица, но срцето остава,
Сеќавања како сон, што никогаш не се враќа.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат.",340,408,748,2638
Владо Урошевиќ,НЕРАСОНЕТ СОНЕТ ЗА МОРЕТО,,Песна за Ќоло и неговото небо,"Песна за Ќоло и неговото небо

Ќоло седнал на ридскиот врв,
гледајќи низ вековите, низ сончевиот тив.
Сега тие ѕвезди се негови пријатели,
светли светчиња во ноќта, негови мисли.

Ветровите му раскажуваат стари приказни,
од денови кога земјата беше јуначка.
Ќоло ги слуша, тихо, како тихо ветер,
неговиот дух лебди, лебди во височина.

Очите му се огништа на сончевиот сјај,
ноќта го води во сонови, во сонови на далечина.
Тука, на врвот, тој се чувствува слободен,
како да лебди, лебди меѓу облаците.

Ќоло гледа како ѕвездите се родени,
од ветровите на љубовта, од ветровите на страсти.
Тука, во неговиот свет, тишината зборува,
неговиот дух се раѓа, се раѓа во сончевиот сјај.

Секој ден нови приказини, секоја ноќ нови ѕвезди,
Ќоло е стоперен во неговиот ридски дом.
Тука, во неговиот свет, тој е вечен,
како ѕвезда во ноќта, вечен во неговиот сон.",340,457,797,3507
Владо Урошевиќ,ЗИМСКА НАСЕЛБА,,Песна на Седмата Листа,"Песна на Седмата Листа

На седмата листа, тихо сонува земја,
каде што ветровите тихо шепаат,
и светлината на ѕвездите се осмева,
на овие далечни, сонски граници.

Тихо, тихо, слушај ги ѕвонењата,
на ѕвоната на минатите денови,
кои сега летаат, како ветерот,
преку овие вековни листови.

Седмата листа, тихо сонува,
и ние со неа, во сонот се губиме,
каде што времето се губи во вечноста,
и срцето го пронаоѓа своето место.

Тихо, тихо, слушај ги ѕвонењата,
на ѕвоната на сонот, кој ни го дава,
можноста да сонуваме, да веруваме,
во овие далечни, сонски граници.",340,311,651,2183
Владо Урошевиќ,Слобода,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да лета.

Од минатото остана само сенка, тенка и лесна,
Каде што љубовта беше, сега е само празнина.
Секој чекор е нов, но стариот пат го носам во себе,
Каде што ти беше, таму сега има само тишина.

Заборави, ми каза, но срцето не го заборавува,
Секој ден се враќа, секоја ноќ се враќа.
Ти си дел од мене, дури и кога си далеку,
Ти си дел од овие песни, што ги пишувам за да се сетам.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да лета.",340,418,758,2703
Владо Урошевиќ,НАЦРТ HA ЗЕМЈИШТЕТО,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што летат и исчезнуваат.

Ти си ветер, што го носи мирисот на минатото,
Тука стоиш, ти заборав, со рацето на смртта.
Ти ги собираш дрвјата, испрашувајќи го прашањето,
„Што останува, кога сè минува, и ништо не останува?“

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си ветер, што го носи мирисот на минатото.
Ти ги собираш дрвјата, испрашувајќи го прашањето,
„Што останува, кога сè минува, и ништо не останува?“

Песната на душа, која тихо го пее сонот,
Ти си заборав, сенка на срцето, што го губи тонот.
Ти ги собираш дрвјата, испрашувајќи го прашањето,
„Што останува, кога сè минува, и ништо не останува?“

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си ветер, што го носи мирисот на минатото,
Ти ги собираш дрвјата, испрашувајќи го прашањето,
„Што останува, кога сè минува, и ништо не останува?“",340,541,881,3174
Владо Урошевиќ,ДОВЕРБА BO ПЕСНАТА,,Песна за Заборавот,"Песна за Заборавот

no_song_found",340,532,872,3284
Владо Урошевиќ,НАСТАН BO ПОЛЕТО,,Песна за Ќоле и неговото срце,"Песна за Ќоле и неговото срце

Во тишината на вечерите,
Ќоле стои, тихо и чека.
Срцето му пушта ритми,
како ветерот што го шета.

Сеќувањата го опфаќаат,
како сонце што го загрева.
Секој ден носи нови траги,
и срцето му се менува.

Очите му зрачат со светлина,
како ѕвезди на ноќно небо.
Секој чекор, секоја драма,
го води кон нови висини.

Ќоле, ти си сонот на овие земји,
со срце што никогаш не се губи.
Ти си ветер, ти си сонце,
и во секој дел од овие земји.

Срцето му е песна,
која никогаш не ќе замолчи.
Ќоле, ти си легендата,
на која ние сите ѝ веруваме.

Во тишината на вечерите,
Ќоле стои, тихо и чека.
Срцето му пушта ритми,
како ветерот што го шета.",340,383,723,2391
Владо Урошевиќ,ТОПОЛ ФЕВРУАРИ,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите тихо зборуваат,
Се шета сенка стара, полна со прашања,
Таа бара трага, но нејзините раце се празни,
Срцето пукнува, како стара книга напуштена.

Заборавот е тихо рајско јаболко,
Светлост што го осветлува патот на болката,
Секој ден се враќа, но никогаш не доаѓа,
Тој е сон, кој ни го дава мир, но го крои лукавоста.

Очите се пукнати, но душа го бара светлото,
Секој чекор е лесен, но трагите остануваат,
Заборавот е сон, кој ни го дава сонот,
Тој е ветер, кој ни го носи мирот, но го крои прашањето.

Во тишината на ноќта, кога ѕвездите тихо зборуваат,
Се шета сенка стара, полна со прашања,
Таа бара трага, но нејзините раце се празни,
Срцето пукнува, како стара книга напуштена.",340,407,747,2698
Владо Урошевиќ,Непозната,,Песна на Вие,"Песна на Вие

Вие сте ветерот што ми го шепа листот на лирската дрво,
Ти си звукот што ми го шепа душекот на сонот.
Вие сте сончевиот зрак што ми го осветлува патот,
Ти си звучната прашка што ми го шепа срцето.

Вие сте звукот на тишината, миг на вечен мир,
Ти си сончевиот блесок што ми го осветлува животот.
Вие сте ветерот на надежта, ветерот на љубов,
Ти си звучната прашка што ми го шепа душата.

Вие сте звукот на ветерот, миг на вечен мир,
Ти си сончевиот блесок што ми го осветлува денот.
Вие сте ветерот на надежта, ветерот на љубов,
Ти си звучната прашка што ми го шепа душекот.",340,345,685,2051
Владо Урошевиќ,ЕЗЕРО II,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се родува миг на спомен, тука се губи заборавот.
Секој чекор е сенка на минатото,
Секој здив е ветер на ветувања заборавени.

Очите ми гледаат низ прашината на годините,
Тука се формираат слики на она што нема да се врати.
Срцето пушта ритам на споменување,
Тука се губи она што нема да се врати.

Во сенките на спомените, тие се пливаат,
Тука се родува миг на спомен, тука се губи заборавот.
Секој чекор е сенка на минатото,
Секој здив е ветер на ветувања заборавени.

Ал ти знаеш ли, тука е границата на споменот,
Тука се родува миг на спомен, тука се губи заборавот.
Срцето пушта ритам на споменување,
Тука се губи она што нема да се врати.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се родува миг на спомен, тука се губи заборавот.
Секој чекор е сенка на минатото,
Секој здив е ветер на ветувања заборавени.",340,464,804,2678
Владо Урошевиќ,Нерамнотежа,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми се полни со светлина, но сенките се враќаат,
Секој чекор напред, ги брка, но брзо се враќаат.
Ти си споменот, што никогаш не го губи,
Ти си она што го барам, но никогаш не го наоѓам.

Во овие ѕвонежи на ушите, ти си звукот на минатото,
Ти си она што го чекам, но никогаш не го достигнувам.
Ти си ветерот што ми го пуши листот на животот,
Ти си заборавот, што ми го остава срцето прасто.

А сепак, ти си дел од мене, дел од моето битие,
Ти си она што го носам во длабочините на душето.
Тој ми е учител, што ме научува на искреност,
Ти си песната што ја пеам, иако не знаам да ја заборавам.",340,437,777,2942
Владо Урошевиќ,ЛЕТНА БАВЧА,,Песна на Седмата Листа,"Песна на Седмата Листа

Во тишината на седмата листа,
каде што ветровите тихо шетаат,
светлината на денот сончева испакнува,
и тие ни ги нудат своите раце.

Тука, каде што земјата тихо дише,
и ѕвездите сонце го чекаат,
ние ги слушаме говорите на ветровите,
и ги чувствуваме нивните ветрови.

Седмата листа е сончево остров,
каде што срцата се отвораат,
и ние ги земаме своите чекори,
на патот кон светлината.

Тука, каде што тишината говори,
и ѕвездите сонце го чекаат,
ние ги земаме своите чекори,
и ги исполнуваме со надежи.

Седмата листа е нашата домина,
каде што срцата се отвораат,
и ние ги земаме своите чекори,
на патот кон светлината.",340,345,685,2352
Владо Урошевиќ,Лоши соништа,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си таму, Заборавот, со твоите сенки лебдејќи.
Твоите раце ги земаат спомени како лисја во есен,
Те носат далеку, каде што ветрот ги исфрла.

Ти си тишината што го губи срцето на љубовта,
Ти си ветрот што го губи времето на денот.
Ти си она што останува кога сè веќе е минат,
Ти си она што ни го враќа светлината на денот.

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си таму, Заборавот, со твоите сенки лебдејќи.
Ти си она што ни го враќа надежта на утринта,
Ти си она што ни го враќа животот на секој ден.

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си таму, Заборавот, со твоите сенки лебдејќи.
Ти си она што ни го враќа новото, она што ни го враќа сè,
Ти си она што ни го враќа животот, она што ни го враќа сè.",340,452,792,2900
Владо Урошевиќ,Прашања,,Песна за Заборавот,"Песна за Заборавот

no_song_found",340,426,766,2654
Владо Урошевиќ,РИД,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти на спомените.
Ти си заборавот, сенка лебна во сенките,
Ти ги носи спомените, како да се врати времето.

Очите ми се полни со светлина на минатото,
Ти си го носиш она што го заборави денот.
Ти си тихо прашање, што го губи одговорот,
Ти си сон што се разбудува, но никогаш не се враќа.

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си заборавот, сенка лебна во сенките.
Ти ги носи спомените, како да се врати времето,
Ти си тихо прашање, што го губи одговорот.

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си заборавот, сенка лебна во сенките.
Ти си сон што се разбудува, но никогаш не се враќа,
Ти си тихо прашање, што го губи одговорот.

Во тишината на ноќта, кога ѕвездите се скриваат,
Ти си заборавот, сенка лебна во сенките.
Ти ги носи спомените, како да се врати времето,
Ти си тихо прашање, што го губи одговорот.",340,482,822,2713
Владо Урошевиќ,ПОСЕТИТЕЛИ,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми се полни со светлина, но сенките се враќаат,
Секој чекор ми го води каде уште не сум стигнала.
Тука е местото каде спомените се разблагуваат,
И заборави се оние што уште ми ги чекаат.

Во овие мигли на времето, кога срцето се губи,
Тука е она што го бараме, но никогаш не го наоѓаме.
Заборавот е мој пријател, но и непознат враг,
Тој ми го нуди мирот, но ми го крие минатото.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.",340,420,760,2848
Владо Урошевиќ,ЛETEH САМРАК,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.

Од далечина се слуша звукот на стари песни,
Тука се враќаат духови, што никогаш не се губе.
Секој чекор е спомен, секоја сенка е тишина,
Тука се губи времето, како да се врати во детство.

Во овие улици, каде светлината е бледа,
Тука се слуша звукот на срцето, што брика без страда.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Сеќавања како лисја, што ветрот ги носат да паднат.",340,425,765,2583
Владо Урошевиќ,АЗИСКИ ГРИП,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но стари се уште се тука,
Во сенките на спомените, каде што срцето се чука.

Очите ги гледаат ѕвездите, но срцето е на друго место,
Тука живее она што не можеш да го врати.
Секој чекор е лесен, но душа го бара она што го знае,
Во лакримите на ноќта, ти си уште тука.

Песната на ветрот носи ветувања, но ти си заборавен,
Тука се слуша тишината, што го губи срцето.
Секој ден носи нова болка, но стари се уште се тука,
Во сенките на спомените, каде што срцето се чука.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.",340,378,718,2656
Владо Урошевиќ,РАМНИНА,,Песна за Заборавот,"Песна за Заборавот

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Очите ми се полни со светлина, но сенките се враќаат,
Секој чекор ми го води каде што срцето го чека.
Ти си ми господар на сенките, ти си господар на спомените,
Ти ме го учиш да живеам во сегашноста, но ми ги враќаш минатите.

Во тишината на ноќта, кога ѕвездите се скриваат,
Тука се слуша ветерот, што шепоти заборав.
Секој ден носи нови траги, но срцето остава,
Тој ми го нуди чаша, полн со сенки од минатото.

Ти си ми господар на сенките, ти си господар на спомените,
Ти ме го учиш да живеам во сегашноста, но ми ги враќаш минатите.",340,404,744,2668
