author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Катица Ќулавкова,СЕКРЕТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Странски зборови
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Заклон во свиреж,"Заклон во свиреж

Растргана тишина, во темнината вкоренета,
Сенки - лутички што душата ја кинат.
Палимпсест на живот, спомен што се губи,
Вечна ноќ и misericordia на минатото.

Попивањето на времето, како истекување низ прсти,
Оставаат вчера изгубено во аголот на споменот.
Во замаглени очи, сѐ помалку може да се пронајде,
Светлина што брзо се гаси - vita brevis.

Прегрнување на самотност, одбегнување на поглед,
Крик што одекнува во тишина - ехо на безнадеж.
Бегство од реалноста во илузии на меланхолија,
Пристаниште во свиреж, од само себеси засолниште.",334,286,620,3930
Катица Ќулавкова,ЈАЗИЧНИК,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Оксфордска запирка",Сенка на минатото,"Сенка на минатото

Еднаш во минатото, тајна притиснува,
Во длабоко сокриено време.
Тешки зборови, рефлектираат, комуницираат,
Моќта, негативна, фрагменти на вечност.

Реченици во бескрај, како градба на моќ,
Зборови додаваат, повторуваат, оплакуваат.
Фигуративен јазик, ден што не доаѓа,
Живот што исчезнува, како меѓучовечки конфликт.

Антисоцијално однесување, оставен во тага,
Негативен тон, гласови на смртта.
Религиозна тага, зборови што остануваат,
Вечно сеќавање, во сенка на минатото.",387,269,656,3324
Катица Ќулавкова,VIA LASCIVA  1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тихи ехо на помрачени дни,"Тихи ехо на помрачени дни

Во тажните звуци на минатото,
Одгласи на судбина закована.
Тивок рит'ам на времето што замира,
Во ноќта што ме гледа со мртви очи.

Сребрени сенки во помрачен амбиент,
Наговестуваат крај на еден животен пат.
Тагата што над мене се надвиснува,
Ме потопува во грч на самотија.

Догорува свеќа на сеќавањата,
Доживувања што се длабоко закопани.
Во дланки ги чувам фрагментите од сонот,
Што крвари во мигови на осама.

Во тишината режам на грутки минати,
Во надеж дека ќе изродат ново време.
Но, само одекот на долги ноќи трае,
Со горчина што во срце се вкотвува.",346,309,655,4435
Катица Ќулавкова,ЦРНА МЕСЕЧИНА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Бидување несигурен/колеблив
Негативна емоција
Анксиозност
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Сексуална содржина
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Издолжени зборови",Сенки во времето,"Сенки во времето

Збирки на сеќавања, засенчени зборови,
Растат во мракот, во канџите на ноќта.
Миговите гаснат, а нивната тага опкружува,
Додека небото плаче сончеви сјајни солзи.

Кобната судбина ја пишува песната на вечноста,
Со зборови истишани, обвиени во горчина.
Во пепелта на минатото, тлее немир и вина,
А времето го носи смртта во својот град.

Во мигови на страст, се раѓаат плами на страв,
Што луњат во ветрот на мртва надеж.
Загубени души, во сенките на амбис заплавени,
Крикот на болката, мртво разбуден воздишува.

Во оваа бездна, души живееле, а сега бродат,
Оставајќи пустина во полни со стега дни.
Овде, на местото на живот, владее тишина,
Што ја гушка светлоста на заминувањето.",396,351,747,5469
Катица Ќулавкова,ТОПЛА КРВ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Сенките на минатото,"Сенките на минатото

Срцето се свива во болка,
Гласот замира во ноќта.
Тажните ехото ги носи,
Еден по еден душата ја гуши.

Животот е магла што плови,
И вечноста се губи во сенки.
Миговите бегаат, а ние чекаме,
Да се врати она што веќе го нема.

Тишината проговара во самотија,
Откривајќи ги скриените рани.
Обидуваме да го прегрнеме времето,
Но тоа неумоливо ни бега од раце.

Единствено спомените остануваат,
Како слики избледени во далечината.
Тагата што не мачи ни ги зема,
И потонуваме во сенките на минатото.",398,270,668,4077
Катица Ќулавкова,МРТОВ ЈАЗИК,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Увид
Негативна емоција
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови поврзани со политика
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Самосвест,"Самосвест

Бурно небо, птици во тангото на гуривост,
Фрагмент од душа што шепоти низ темнината.
Безгласен крик, раздвоена реч, немоќен порив,
Војна меѓу моќ и бунт, одлака во недосег.

Погубени погледи, изгубени во тишина,
Докосвајќи ја смртта, бришејќи ги сенките.
Осамена борба, тага што јаболки носи,
Гревот што ми ја краде вечноста.

Молчалива молитва, изгубен апел до Бога,
Политичка диктатура што ме оставува сам.
Минато што ме коси, сегашност што ме мачи,
Самотија во вечност, бес во секундата.

Дојдов, видов, одминав, загубен во времето,
Одејќи кон субверзивен крај, несвесен за вистината.
Сам себеси се губам, себеси се откривам,
Самосвесен, загубен, обединет во запирката.",433,361,794,4812
Катица Ќулавкова,CIRCULUS AMOROSIS,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Лелек на сеќавањата,"Лелек на сеќавањата

Сеќавања, мрачни и неизлечиви,
какофонија од кобни шепоти.
Зборови што одекнуваат низ времето,
тагата тежи, душата се трои.

Сенките мошне долги се,
застанале во безвремие и немир.
Тишината, нејасна и ветрушкава,
одекнува болно во слухот.

Минатото се врти, се вртополува,
како запрашена слика на ветер.
А јас, несигурен, колеблив,
навраќам кон угаснатите денови.

Лелек, мојот жал ти испраќам,
над погребаните моменти од животот.
Во мртвата тишина, гласот уми,
оставен сум во меланхолен спомен.",420,280,700,3848
Катица Ќулавкова,ПРВО СОНЦЕ: ЅАGITARIUS,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Бидување несигурен/колеблив
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенки во времето,"Сенки во времето

Во лавиринтот на отсјаите,
скаменети секунди воскресуваат.
Неизвесност сенки го дише моментот,
додека времето трепка во пригушен одлив.

Низ маглата на сеќавања,
контури на минато се плетат.
Неизвесност самотна во темнина се губи,
потонувајќи во пелена на тага.

Мигови-надеж што трајат,
одмерени со чекори на ветувања.
Неизвесност зборува пригушен шепот,
во дилема на песок од измама.

По патеките на неповратно,
одекнуваат погреби од изгубени реченици.
Неизвесност безгласно се тресе,
под сенките на късна жал.",348,273,621,3839
Катица Ќулавкова,ЗАЕДНИЧКИ ЖИВОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со љубопитност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат пријатели
Интерпункциски симболи
Оксфордска запирка
Зборови во загради",Сенката на невидените соништа,"Сенката на невидените соништа

Ехо на минатото, сенка на неизреченото,
Низ неизвесноста се вијуга нејзиниот пат.
Сама во тишината, 'рце полно со тага,
Се бори со болката што ја носи внатре.

(Колку повеќе ја гледа, толку повеќе ја губи.)
Зачудена од љубопитноста - што да прави?
Да ја пушти времето да ја заличи, 
или да се загрузи во нејзините темни длабини?

Суровоста на смртта ја следи секогаш,
како што и секогаш се збогувала со радоста.
Минатото ја мачи, сегашноста ја тераписува,
а идното прашање - дали ќе цутне?

Неизвесна, ги гледа сите што ја опкружуваат,
нејзините пријатели, нејзините соработници.
Дали ќе најде утеха во нивното друштво?
Или ќе ја тера сама да ја носи својата болка?

Песочни часовници го мерат времето,
а таа го набљудува минливоста на животот.
Ќе најде ли мир во овој свет на култура и традиција?
Или вечно ќе биде само сенка на невидените соништа.",427,441,868,5688
Катица Ќулавкова,XXX,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Во сенката на заборавот,"Во сенката на заборавот

Тишината шепоти вечност,
во маглата на измамната реч.
Мал фрагмент од тажна минатост,
ја крие неговата желба за радост.

Тој се лута, го раздира немоќта,
копнее за нејзината блескава убавина.
Но, таа само ќе фрли поглед во страна,
оставајќи го во сенката на заборавот.

Нема да го чуе неговиот глас,
што крие болка и несигурност.
Неговата меморија, обоена во тага,
одекнува низ празнината на нејзината свест.

Во овој миг тој е сам, обземен од страв,
набљудувајќи ја како се оддалечува.
Неговите желби се растопени во она што немаше,
оставајќи го во царството на немилост.",556,296,852,4379
Катица Ќулавкова,ПРЕСЕЛБА НА ДУШАТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Времето што од нас го зема,"Времето што од нас го зема

Фрагмент од минатото, сенка на меморијата,
говори тивко за дом обраснат во културата.
Неутрален тон во сеќавање на она што беше,
пред времето да стане гласен чувар на вечноста.

Во активен глас, погледот се фокусира надвор,
допира слики од вчера, што сега во очите умираат.
Низ фигуративен јазик, зборовите допираат до душата,
оставајќи длабок увид во живот што својот крај го наоѓа.

Долга реченица тече како време што од нас го зема,
испреплетена со точки и Оксфордски запирки.
Зборови поврзани со визуелната перцепција и смрт,
создаваат мост кон непознатото - домот кој чека.",369,287,656,4320
Катица Ќулавкова,МРАВКИ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Заслепен од мижавост,"Заслепен од мижавост

Во блесокот на жолтиот пламен, 
кога погледот молчешком чека,
исчезнува светлината на домот –
тврдоглавост ја пали темнината.

Секундите бројам, чекор по чекор,
бараам излез од хоризонтите на моќта.
Но, зборовите презрени остануваат,
сенки што го бркаат животот.

И во безумниот вртлог на меморијата, 
закочен од искри на помрачината, 
единствено тишината зборува - 
со ропот на самиот себе.",430,217,647,3312
Катица Ќулавкова,ОДБРАНИ СРЕДСТВА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Зборови за комуникација
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка
Зборови во загради
Броеви",Невидливи копча,"Невидливи копча

Тие – сенки што шепотат, игра на зборови
(Лавиринт од соништа, исчезнати мисли)
Сеќавањето се собира како магла,
Просторот се дроби во парчиња.

Погледот заплашен ги лови движењата,
Обиди за дофат на нешто недофатливо.
Зборовите ги влечат, но ги губат траги,
Во празни клетки растат, губејќи смисла.

Времето што тече, испразнето од секаква тежина,
Оставил само отворени раскази, неразбрани.
Несигурен во себе, во сончевите зраци,
Обид за објаснување на она што не може.

Само немирни сенки во мислите остануваат,
Пулсирајќи како невидливи копча,
Што го држат мракот во стисок на очај,
Запишувајќи ја судбината во заборавот.",443,325,768,4233
Катица Ќулавкова,ЕЛЕГИЈА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во распадот на сеќавањата,"Во распадот на сеќавањата

Низ магла од заборав,
допираат ме тенки сенки,
мирис на тага што перејува во времето.
Тивкиот шепот на минатото, 
суровоста на секундите што истекуваат,
обвиткани во песок на изминатите денови.

Во тој лавиринт од слики
стапките мои се губат, 
додека одекот на мислите
го крои патот кон задушувачка самота.

Очи што гледаат, но не видуваат,
срце бесно што удира, но не чувствува,
душа што копнее, но не е слободна.

Закопани во прашина на изминати години,
замрените желби шепотат сурова вистина,
дека животот е само фрагмент
од сеќавања што трулат.",331,282,613,4266
Катица Ќулавкова,Требник 2.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Интерпункциски симболи
Оксфордска запирка",Тешки Прошлости,"Тешки Прошлости

Фигуративно, сенките на тага ме грлат,
Фрагменти од минатото се плетат,
Бесконечен тек на речници зборови,
Исповеди на очај, без надеж да прободат.

Ечат коминикациските немири, 
Несигурна душа што колеба, 
Мрачен тон што со смрт се бори,
Оксфордски запирки, што гушат, без зборови.

Тешки прошлости што ме влечат,
Меѓучовечки конфликти што ме кршат,
Негативни емоции што ме стѕебуваат,
Заробен во минатото, од иднината одвоен.",362,246,608,3587
Катица Ќулавкова,ТРЕТО СОНЦЕ: LЕО - rising sun -,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови поврзани со политика
Зборови фокусирани на сегашноста
Интерпункциски симболи
Оксфордска запирка",Владетел на штурми,"Владетел на штурми

Разгорен црвен ветер, диво душите руши,
Тегобни излитени зборови во комешање.
Заробен в оков на његов язовит поглед,
Отколнува болка и промрсена мрзност.

Речта му влечи во црни безда, 
Ај'де сега! Ај'де следи ги ознаките на бес!
Нема мир, мир нема, ни помислата и знакот не преостанува.
Дека ужас ќе помине, тоа веќе се потопи во море на очај.

Нежен молк стравот не го намалува,
Крик на душа што боли, в рамништа потонува.
Едино поглед на разурнива владетел,
Пред себе гали смртта, јаросен пастирител.",416,278,694,4714
Катица Ќулавкова,"ВРЕМИЊА, ОБИЧАИ","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Увид
Негативна емоција
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со политика
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Зборови кои означуваат социјален статус
Интерпункциски симболи
Оксфордска запирка",Во Сенките на Времето,"Во Сенките на Времето

Во сенките на времето,
Се крие неспокојот што трае.
Зборови, што плачат тивко,
Меѓу редови, што не се знаат.

Машкиот глас одекнува,
Моќен, непоколеблив.
Но, ехото е слабо,
Однесено во заборав.

Врз животот што бледее,
Се рефлектира минатото.
Културата, што трепти,
Во сегашноста, што ја држи.

Во тишина, што копнее,
За збор што ќе ја поврати,
Здиши мирот, што исчезнува,
Во конфликтот, што се раѓа.

Во бескрајот на сенките,
Се крие истина, што копнее.
Да ја слушнат оние што чујат,
Да ја видат оние што гледаат.",478,302,780,4489
Катица Ќулавкова,Ода на македонскиот јазик,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Завеса од солзи,"Завеса од солзи

Потонав во мрак, сенки ме гушат,
Во срцето болка што не може да зашушти.
Солзи дождат, а очи го гледаат минатото,
Се борат со сегашноста, што ме влече во бездното.

Тишината вриска, а јазикот мученик мој,
Не може да изрече зборови во овој час на боj.
Некогаш пеен, сега во тага потопен,
Уште еден ден завеса од сеќавања отворен.

Оној што беше, во оној што станав се гуши,
Души што тукнат, души што во самота вришат.
Контрастот се раскинува, пропаѓам во светот на смртта,
Минатото ме дави, не гледам иднина што блешти.

Бескрајна ноќ, сенки што ме убиваат,
Чувства што мртви, зборови што не лаат.
Тагата ме гуши, а јас плачем самотен,
Во завеса од солзи, заробен и осуден.",381,360,741,5480
Катица Ќулавкова,СВЕТ-ТЕКСТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Сенките на сеќавањето,"Сенките на сеќавањето

Во немирот на преполниот ум,
Зборовите кружат како големи птици.
Фрагменти од заминатото, тивки и темни,
Се сплотуваат во долги редови на стихови.

Време што не може да го поседуваме,
Оставајќи трага што одвај се гледа.
Сепак, меморијата не дозволува одмор,
Вградена во секој миг, горка и сурова.

Сенки што танцуваат низ тагата,
Обземајќи ја секоја мисла, секоја слика.
Сепак, во нивната темнина, проблесува светло,
Надеж за истражување на скриеното.

Точка по точка, маглата се повлекува,
И токму тогаш низ очите ни се вклучува,
Оној увид кој одамна беше заборавен,
Можеби единствениот пат кон вечен спокој.",368,326,694,4341
Катица Ќулавкова,Αταραξια,"Фигуративен јазик
Сарказам
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со самоповредување
Зборови поврзани со политика
Зборови поврзани со култура
Странски зборови
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат социјален статус
Интерпункциски симболи
Оксфордска запирка",Времето на мажите,"Времето на мажите

Ехото на моќта одѕвонува,
Во тишината на судбината што се рушИ.
Лица со маски, скриени во сенките,
Ковријат ги конфликтите што ги гледаат.

Минатото се лизга низ прстите,
Оставајќи трага на негативна емоција.
Сарказмот се влева во секоја реч,
Прикривајќи го болниот визуелен перцепт.

Зборови на комуникација, тежок набој,
Лутина и политика што скршнуваат од културата.
Машки заменки, што означуваат доминација,
Во бездни на антисоцијално однесување.

Но, времето на мажите или подобро речено, нивната сенка,
Се гаснИ како пламен што се троши од сопствената сила.
Насекаде се шири темнина, нов ред на денот се појавува,
Во кој поезијата, фигуративно, ќе зборува.",470,340,810,4682
Катица Ќулавкова,ЖЕДБА: СМРТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Морализирање
Зборови за комуникација
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Оксфордска запирка",Глувото ехо на потребата,"Глувото ехо на потребата

Во самотија, душата шепоти,
во глувото ехо на потребата.
Минатото, меморија бледа,
случки избледени, времето што тече.

Срцето тапка, жудно за топлина,
руба на солза, сенка на болка.
Од очи што жедни видуваат,
отсјај на надеж, што лагодно блика.

Дома, каде што се живеат желби,
зборови без одговор, тишина што боли.
Во религиските сонови - спокој,
кревки крилја на утехата што збори.

Но, едно знае - денот ќе свитка,
темнината ќе блесне во очи немирни.
И тогаш, ќе дочека, и ќе собере
зборови во песна, како испкршени парчиња огледало.",495,290,785,4080
Катица Ќулавкова,ПОЕТСКА РЕЧ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Прикажување меѓучовечки конфликт
Зборови за комуникација
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Броеви",Одблесоци на сеќавање,"Одблесоци на сеќавање

Замаглен фрагмент од пропаднати дни,
во меморијата почива тивко, самотен.
Тишината - вербален арсенал, пустош во која резонираат викови,
трагови на комуникација што не успеа да се роди.

Слики што неповратно се уништија,
одблесоци на сета изгубена љубов.
Осамено срце, во болка се грчи,
сеќавајќи се на тој изгубен дом.

Во минатото заробен, во сегашноста вкоренет,
времето застанало пред бездна на загуба.
Тага што не може да се искажe, отепува,
разурнувајќи го целиот мир и надеж.

Едно само убиво прашање: Зошто?
Напишано со солзи, во мрак на ноќта.
Без одговор, само безволен одраз
во ледениот оклоп на сеќавањето.",405,329,734,4570
Катица Ќулавкова,КРИВО ВРЕМЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи
Оксфордска запирка",Потон на душата,"Потон на душата

Тампоните на меморијата обагруваат крваво,
а рецките на времето цепат празнини.
Во немоќниот крик на немилосрдниот живот,
тагата ја опива душата во црни мислеачки превези.

Тивките отсјаи на минатото отсветкуваат
во очите на немоќните денови,
што жудно чекаат за оживување
на светлоста што неумолливо ја гаси еднаквоста.

Горчливите зборови на отфрлањето
сечат длабоко во осаменоста,
додека сенката на смртта набљудува
растрг'нат меѓу времето и спасението.

Излезот е само оддалечен одраз
на безнадежната борба за опстанок,
каде погледот се губи во маглата на навиките,
оставајќи го индивидуалниот идентитет да тоне во заборавот.",471,319,790,4431
