author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity
Бранко Цветкоски,ВОДОДЕЛНИЦА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Интерпункциски симболи",Темнината што враќа,"Темнината што враќа

Во тишината на ноќта, над водата без бриз,
мојот дух се губи, под сенките на минатото,
кои враќаат спомени, како ветер кој нема крај.

Оној што беше, сега е зад, но сенките не го пуштаат,
пред ние лежи патот, но без светлина,
и срцето ми се труе со тага.

Водата тихо тече, но нејзините секрети се смрт,
семињата на надежта веќе ги испуштија своите лисја,
и душа ми се врти во темнината, без надеж.

Зад секој звук, зад секоја сенка, има смрт,
и религијата на тишината ми вели дека сè е завршено.

Тука, во оваа долга реченица на болка,
јас сум под тегот на минатото, без иднина.

А во тишината, само смртта го враќа звукот на срцето,
и јас останувам, над сè, под сè, пред сè и зад сè.",371,378,749,2693,34.45962142944336
Бранко Цветкоски,ДОЈКИ НАД ЖИТАТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Во сенките на минатото,"Во сенките на минатото

Во сенките на минатото, над водата тихо плива,
мојот дух, под листовите, враќа се назад.
Без звук, зад секоја грана, оној што чека,
пред семињата на времето, тихо стои.

Семињата, под земјата, чекаат да израснат,
но водата, над нив, ги крои со тага.
Тага што се раширува, како звук без звук,
и ги врзува срцата, без ниту еден знак.

Време што тече, како водата, над нив,
но сенките на минатото, зад секој чекор,
се слушаат со тага, со негативен тон.
Се слушаат и тие, со смрт што ги следи.

Оксфордска запирка, меѓу минатото и сега,
делови од реченица, фрагменти на светот,
активни се душевите, во тишината на смртта.
Тука, во сенките на минатото, се слуша само тага.

Во долгата реченица на времето, над секој чекор,
се чуствува увидот на она што нема да се врати,
и со интерпункциски симболи, тихо се пишува смртта.
Во сенките на минатото, над водата, тихо плива.

Зборови поврзани со аудитивна перцепција,
и со оние поврзани со визуелна перцепција,
се спојуваат во една песна на тага,
каде што минатото никогаш не заборава.",416,535,951,3391,25.171113967895508
Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 3.(7),"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на минатото над водата,"Тага на минатото над водата

Во тишината на вечерните брегови, 
мојот ѕид на спомени се урива, 
над водата, враќа се семињата 
на минатото, без надеж, зад очите.

Оној што беше, сега е под плимите 
на времето, пред да го стигне крајот, 
зад ниските бреговски линии.

Тага ме опфати, силна и непозната, 
светлината на денот исчезнува 
и јас сум тука, над водата, 
гледајќи ги семињата како летаат.

Секој чекор е долга реченица 
на моето исчезнување, 
а секој здив е фрагмент од сон 
кој никогаш не се остава.

Време и време го носат минатото 
над водата, во тишината на ноќта, 
и јас стојам, над, под, пред, зад.

Тага, силна и непозната, 
се движи со водата, 
и никогаш нема да го најдам крајот.

Тука, над водата, минатото враќа 
семињата на смртта, 
и јас сум тука, во тишината на тагата.",421,426,847,2737,21.14200210571289
Бранко Цветкоски,СЕВЕРНА КВАЧКА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Тага
Неутрален тон
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во сенките на минатото,"Во сенките на минатото

Мојот дом, над водата, под небесната светлина,
Тука семињата на спомените рано се засадирани.
Оној ден, без ветер, зад ѕидините на спокојство,
Враќа ми сенки што нема да ги заборави срцето.

Во сенките на минатото, времето се губи,
Пред да се родиш ти, тука бев усамена лука.
Тага на денот кога ти го напуштив домот,
Сега сум под нови небеса, но сè уште над него.

Семињата на спомените, тихо растат без ветер,
Зад секој ѕид, тихо враќаат спомени од минатото.
Време е да се родиш, пред да се губи светлината,
Да се врати мирот, да се врати домот.

Тука, во сенките на минатото, ти си светлина,
Мојот дом, над водата, под небесната светлина.",342,354,696,2392,21.46597671508789
Бранко Цветкоски,ЅАЕСULUM,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Песна на Животот и Неговите Тајни,"Песна на Животот и Неговите Тајни

no_song_found",439,542,981,3627,153.63662719726562
Бранко Цветкоски,БОГИНКИ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Ветер на спомени,"Ветер на спомени

Во тишината на вечерната рамнина, 
над водата, ветерот шепоти 
тага за минатото, без крај.
Мојот ѕид на спомени, 
под семињата на сонце, 
зад нив, тихо, враќа времето.

Оној кој беше, сега е пред ние, 
но без него, светот е празан.
Зад ѕвоното на тишината, 
чувам звук на смрт, 
кој ни го води назад.

Водата тече, но не го носи минатото, 
пред нас, празнината на денот 
и вечерната сенка на смртта.

Тука, каде што над и под се спојува,
а времето, без да се врати, 
се губи во тишината на споменот.

Семињата паднаа, но не никнаа,
зад нив, празнината на денот 
и вечерната сенка на смртта.

Ветерот на спомени, 
се шепоти, се враќа, 
и ни ги носи минатите 
во тишината на вечерната рамнина.",441,374,815,2605,19.72304344177246
Бранко Цветкоски,СЕ ВРАЌА НОЌТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Ветер на спомени,"Ветер на спомени

Мојот ветер над нивите тихо шета,
под сенката на дрвото, враќа се назад,
без звук, но со смисла, исполнува празнина,
зад ѕидините на домот, каде што ми се родило срце.

Оној ден, кога водата пливаше мирно,
семињата на надежот почнаа да растат,
пред очите, минатото се стегаше,
временските стрели ни беа долги и силни.

Тага ме опкружува, како сенка непобедлива,
негативниот тон на животот се осмели да го земе,
и јас сум тука, над прашањата, под празнините,
гледајќи ги ѕвездите да се родуваат и гаснат.

Во тишината, домот ми се чини далечок,
но секој чекор е блиску до срцето,
и ветерот на спомени продолжува да ми шета,
без крај, под небото, каде што смртта е само дел од животот.

Семињата на минатото уште се тука,
и јас чекам, над очекувањата, под надежот,
да се роди нов ден, пред очите на светот,
и да се врати светлината, без сенки на тага.",425,460,885,3142,34.79310989379883
Бранко Цветкоски,ПЛАДНЕВНА МОЛИТВА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на сегашноста
Интерпункциски симболи",Во сенките на минатото,"Во сенките на минатото

На врвот над спомени, тихо враќа
мојот дух, без бреме на минатото,
зад водата, каде семињата
се закопуваат во сончевиот предвечор.

Тука, под небото што ни гледа,
оној свет што никогаш не се движи,
но секој ден се менува во сенките,
каде смртта е само дел од животот.

Светлината на денот, она што го осветлува
секој дел од просторот, сегашноста
на нашите перцепции, тука и сега,
каде религијата ни води кон височина.

Тука, каде минатото се враќа,
и секој ден е ново раѓање,
под сенките на минатото,
ние го пронаоѓаме смислата на животот.",400,304,704,2094,30.5502986907959
Бранко Цветкоски,АКАТИСТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на минатото под водата,"Тага на минатото под водата

Во длабочините на водата, над која ветрот тихо шепоти,
мојот срце враќа семињата на минатото, под плимите на заборав.
Без сонце, зад ѕидот на спомените, оној свет ми се губи,
и јас сум осамен, пред даденото, без надеж за враќање.

Тага ме опфати, како темнината што го стеснува дното,
каде што минатите се губеат, зад водата што ни ги крие.
Сега, јас стојам активно, во тишината на спомените,
со женскиот ветар на смртта што ми шепоти тајни.

Временските стрели се свртеа, но срцето останува во минатото,
и јас го гледам минатото како далечински светилник,
кој ми укажува пат, но никогаш нема да се врати.
Сега, во тишината на водата, јас слушам звукот на минатото,
и мислите ми се врзани со религијата на спомените.

Тука, во длабочините, над и под секој збор,
јас го чувствувам минатото како дел од мојата душа,
и тихо, тихо, јас го чекам денот кога ќе се врати,
но денот никогаш не доаѓа, и јас останувам во сенката на тага.",406,498,904,3430,27.107654571533203
Бранко Цветкоски,СЕВЕРЕН ТАНЦ  4.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага над Заборавениот Мост,"Тага над Заборавениот Мост

Мостоt над водата, над минатото,
твојот шепнат ми го враќа без звук,
зад него, семињата на тишината,
пред него, сенките на смртта.

Мојот чекор, под тебе, тихо паднал,
но оној ден, никогаш не заборавив,
зад него, трагите на времето,
пред него, празнината на душа.

Тага, јас ја чувствувам, како водата,
тече, но не го наоѓам својот брегот,
над него, сенките на спомените,
под него, празнината на животот.

Тага, јас ја носа, како тешко крило,
кое се движи, но не се движи,
зад него, тишината на смртта,
пред него, празнината на надежта.

Мостоt, ти си симбол на минатото,
над него, јас сум, под него, ти си,
зад него, сенките на споменот,
пред него, празнината на денот.

Тага, јас ја носа, вечно и без крај,
над него, водата тече, под него,
животот продолжува, но јас сум,
зад него, сенките на споменот,
пред него, празнината на надежта.",429,450,879,2719,11.772543907165527
Бранко Цветкоски,НЕБЦЕ ВО ОБЛАКОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината што надвива,"Темнината што надвива

Темнината што надвива, ми ја враќа минатото,
без оглед на се што се труам, нејзиниот сенка е под мојот корак.
Зад секој успоен ѕид, оној што го гледам во огледало,
водата на спомените тече, тихо, но сигурно.

Семињата на лутината, нивниот мирис ми го исполнува носот,
а тихоста на овие ноќи е полна со негативен тон.
Слушам ги зборовите на минатото, испреплетени со смрт,
и религијата на спомените, нивната вечноста е тука.

Време е да се ослободим од сенките на минатото,
но тие се како ѕвезди во ноќта, секогаш блиску, секогаш надвивајќи.
Антисоцијалното однесување е дел од мојот лик,
и меѓучовечкиот конфликт е дел од мојот сон.

Изгледа дека сум под, но ти си над,
и секој збор што го изговорам е полн со негативна емоција.
Визуелната перцепција на минатото е силна,
и аудитивната перцепција на денешност е ослабена.

Темнината што надвива, ми ја враќа минатото,
без оглед на се што се труам, нејзиниот сенка е под мојот корак.
Зад секој успоен ѕид, оној што го гледам во огледало,
водата на спомените тече, тихо, но сигурно.",457,543,1000,3602,15.256884574890137
Бранко Цветкоски,ЗЕМЈА. ПРИЧЕСНА. ЗОБ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Песна на спомените нагоре и долу,"Песна на спомените нагоре и долу

Во тишината на вечерната водата, 
мојот ѕид над нив се враќа,
без звук, како да никој не слуша,
зад сенките, таму е оној.

Семињата под земјата чекаат,
пред нив, водата тихо тече,
и ние, без да се мисли,
се носиме на брегот на спомените.

Оној што ги гледаше звездите,
се враќа во минатото,
каде што културата и религијата
се мешаа во мирна смрт.

Видевме јадења на столбови,
и нивната мирисна перцепција,
како да ние сме оние,
кои ги чувствуваме минатите.

Време ми го зема нас,
со него минатото се движи,
и ние, со надеж,
се гледаме нагоре и долу.

Во тишината на вечерната водата,
мојот ѕид над нив се враќа,
без звук, како да никој не слуша,
зад сенките, таму е оној.",443,389,832,2659,15.506086349487305
Бранко Цветкоски,ЦЕЛОСТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со смрт
Повторени зборови
Интерпункциски симболи",Темнината над водата,"Темнината над водата

Во темнината над водата, ти си оној што враќа
спомени без граници, под ноќта тишина.
Мојот свет се губи зад овие бранови, 
а семињата на надежот летаат пред ветрот.

Темнината над водата ни ги крие прашањата,
без одговори, како ѕвездениот ветер.
Ти си оној што ги слуша, под тишината,
и ми ги враќа семињата на надежот.

Водата тиче без крај, под сенката на дрвото,
а мојот свет стои зад овие бранови.
Темнината над водата ни ги крие прашањата,
без одговори, како ѕвездениот ветер.

Ти си оној што враќа спомени без граници,
под ноќта тишина, ми ги враќа семињата
на надежот, пред ветрот да ги однесе.
Водата тиче без крај, зад овие бранови,
темнината над водата ни ги крие прашањата.

Без одговори, како ѕвездениот ветер,
ти си оној што ми ги враќа семињата
на надежот, пред ветрот да ги однесе.
Водата тиче без крај, зад овие бранови,
темнината над водата ни ги крие прашањата.",333,476,809,2638,6.746793270111084
Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 2.,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Тага
Неутрален тон
Зборови поврзани со дом
Зборови фокусирани на минатото
Интерпункциски симболи",Споменици на минатото,"Споменици на минатото

Мојот дом, над водата, под небето,
Ти враќа семињата што ни ги остави без спомен.
Зад ѕидините, оној што ми го знаеше сè,
Пред огното, тихо, ми раскажуваше приказни.

Тага плива во воздухот, неутрален и ладен,
Каде што минатото се губи без трага.
Фрагменти од реченици, испакнати во спомените,
Активни сенки на денови кога сè беше живо.

Над ридите, под ѕвездите, домот е таму,
Каде што срцето се враќа, без да се врати.
Ти, оној што го знаеше секој ден,
Мојот дом, пред него што го заборавив.

Тага што се губи во тишината,
Каде што минатото станува сон.
Мојот дом, над, под, зад, пред,
Тука сè уште живее во секој спомен.",331,354,685,2420,26.49609375
Бранко Цветкоски,ГРАМОТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Песна на спомените над водата,"Песна на спомените над водата

Мојот ѕид на спомени, под сончевиот блесок,
Враќа семиња на минатото, без граници на време.
Зад секој чекор, оној ден кога водата беше животот,
Пред очите, се ширеше вечноста на спомените.

Високо над водата, се чудев како семињата се расфрлаа,
Долга реченица, несведока на границите на смртта.
Фрагмент од реченица, тихо шепотејќи ми:
„Секој ден е ново раѓање, но ти си вечен спомен“.

Активен глас на ветерот, шепот на минатото,
Неутрален тон, но полно со сенки на спомени.
Видев ги зборовите како летаат, врзувајќи се за просторот,
Каде што минатото и сегашноста се спојуваат.

Оксфордска запирка ме одведе до онај брег, 
Каде што водата беше животот, а семињата беа надеж.
Тука, во тишината, перцепирах ги зборовите на смртта,
И сфатив дека секој ден е ново раѓање, но ти си вечен спомен.

Високо над водата, над секој чекор, над секој спомен,
Мојот ѕид на спомени вечно ќе се шири, без крај.",397,488,885,3293,22.71934700012207
Бранко Цветкоски,СЕВЕРЕН ТАНЦ 7. (6),"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Песна на минатото и сегашноста,"Песна на минатото и сегашноста

Во минатото, под сончевиот сјај, 
мојот ѕид беше граден од семињата на надеж,
кои враќаа во спомени без граници,
зад секој ѕид, водата течеше тивко, 
и пред нас се криеле тие тајни.

Сега, над облаците, јас гледам,
како тие семиња сега растат,
но без ниту еден ѕид за да ги задржат,
зад ние што сме, водата сè уште тече,
и пред нас, нови ѕидови се градат.

Ти си оној што ми го врати 
минатото со светлина,
и сега, над овие нови ѕидови,
ние стоиме, под нови надеж.

Време е да се помине,
и да се градат нови ѕидови,
со семиња на надеж,
кои никнат секојдневно.",354,324,678,2160,31.41090965270996
Бранко Цветкоски,ПЛОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Тага на минатото над водата,"Тага на минатото над водата

Во тишината на вечерните брегови, над водата, 
мојот сон враќа семињата што никогаш не растат.
Без нијанса на надеж, зад гордото небо, 
оној ден останува, пред ништо да се промени.

Тага плива без крилја, под водата, 
и ми го зема срцето, под тишината на ноќта.
Пред да се родиш, пред да се роди светот, 
секој ден ми го носиш споменот на смртта.

Време што тече, но не го брка минатото, 
и јас сè уште го гледам, над водата, 
како семињата паднаа, под земјата, 
и никогаш не ќе процветаат, под сенка.

Тага, тага, ти си единствената љубов, 
која ми ја остава без надеж, без сон, 
и јас стојам овде, под водата, 
и чекам да се врати времето, да се врати светот.

Време што минува, но ти си вечен, 
оној ден, пред да се роди денот, 
и јас сè уште го носам, над водата, 
секој спомен, секоја тага, секое време.",409,445,854,3319,17.79116439819336
Бранко Цветкоски,СТАРОСТАВНА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на минатото под водата,"Тага на минатото под водата

Во длабочините на водата, над која ветрот тихо шепоти,
Се кријат семињата на мојот сон, под темнината на спомените.
Тага ми ја враќа минатото, без надеж, зад секој бран,
Оној свет, пред кој се плашим, сега е тука, во ова мрак.

Водата плива, плива, плива, но нејзината глава не се враќа,
Семињата паѓаат, тихо, под тишината на морето.
Животот ми го губи сјајот, како ѕвезда без блесок,
Тага ме опфаќа, јас сум тука, во овој вечен час.

Време ми минува, но спомените остануваат, како сенки,
Над водата, над минатото, над секој сон што го имав.
Сега сум под водата, во длабочините на несреќата,
Семињата на надежот веќе ги заборавив, зад секој бран.

Водата ме опфаќа, ме губи, ме несе во бездната,
Тага ме следи, негативен тон, ми го зема срцето.
Време ми минува, но минатото не го враќа денот,
Сега сум тука, под водата, каде што смртта вечно сонува.

Водата плива, плива, плива, но јас сум под,
Семињата на надежот се расипале, зад секој бран,
Тага ме опфаќа, ме несе во вечен мрак,
Време ми минува, но минатото не го враќа денот.

Водата ме губи, ме несе во бездната на спомените,
Сега сум под водата, каде што смртта вечно сонува,
Тага ме следи, ме опфаќа, ме несе во вечен мрак,
Време ми минува, но минатото не го враќа денот.

Водата плива, плива, плива, но јас сум под,
Семињата на надежот се расипале, зад секој бран,
Тага ме опфаќа, ме несе во вечен мрак,
Време ми минува, но минатото не го враќа денот.",380,761,1141,4533,7.423090934753418
Бранко Цветкоски,ПРЕКОР,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Прикажување меѓучовечки конфликт
Индикатори за моќ
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во сенките на минатото,"Во сенките на минатото

Во сенките на минатото, над водата, ти си оној
кој враќа семиња без надеж, под ноќта темна и студена.
Мојот свет е зад овие зборови, пред него стоиш ти,
но без ништо што да го врати времето.

Оној што го гледам во огледалото, над ризикот,
под сенката на смртта, ми го зема сето мое.
Ти си лут, полн со негативна емоција,
и со негативен тон ми го опишуваш животот.

Во долгата реченица на спомените, ти си блиску,
но далеч, како што е она што некогаш беше.
Сега ти си над мен, под сенка на прашања нерешени,
и јас сум зад секое прашање, пред секое откритие.

Ти си оној кој го губи срцето, над водата,
под сенките на минатото, каде што времето е застој.
Мојот свет е тука, пред тебе, но ти си над него,
и никогаш нема да се врати она што е загубено.

Во сенките на минатото, над водата, ти си оној,
кој враќа семиња без надеж, под ноќта темна и студена.
Мојот свет е зад овие зборови, пред него стоиш ти,
но без ништо што да го врати времето.",442,504,946,3237,13.06597900390625
Бранко Цветкоски,ГЛАСНИК,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага над Заборавените Семиња,"Тага над Заборавените Семиња

Во тишината на вечерниот ветар, над земјата, 
мојот поглед се губи без трага, 
зад водата, тихо се враќа минатото, 
но оној што беше, сега е под сенка.

Семињата, што некогаш беа живот, 
сега лежат без движење, 
заборавени во сенките на времето, 
пред да се роди уште една ера.

Тага ме опфати, како звук што се губи, 
во далечнината на минатото, 
и сè уште слушам како се шепат, 
од над, под, пред и зад.

Семињата на надежот, 
сега лежат тихо, 
и никој не ги чука за да се роди,
во овој свет на смрт и заборавеност.",429,303,732,2104,28.125774383544922
Бранко Цветкоски,ЈАВКА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Песна на Животот и Смртта,"Песна на Животот и Смртта

Во тишината на утринскиот блесок, над водата, семињата тихо чекаат својот час,
под тенок слој на сончеви зраци, тихо враќаат својата присутност.
Без звук, без бреме, тихо стојат, зад нив се крие вековната тајна,
пред нив се протега безкрајниот циклус на животот и смртта.

Водата, онаа што ги носи семињата, тихо тече, неутрална и мирна,
но во нејзината длабочина, тихо се кријат спомени на минатото,
и тихо се формираат новите надежни семиња за иднината.

Семињата, оние што лежат под земјата, тихо чекаат својот ден,
без бреме на минатото, без страв од иднината, тихо го чекаат својот час.
Онај ден кога ќе се пробудат, под сончевиот свет, пред нив ќе се отвори новиот свет.

Животот и смртта, оние што се во сегашноста, тихо се движат,
и ние, ние сме дел од нивниот циклус, тихо ги следиме нивните траги.
Без бреме на минатото, без страв од иднината, тихо ги чекаме нашите семиња да процветаат.

Водата, онаа што ги носи семињата, тихо тече, неутрална и мирна,
и ние, ние сме дел од нивниот циклус, тихо ги следиме нивните траги.
Без бреме на минатото, без страв од иднината, тихо ги чекаме нашите семиња да процветаат.",360,613,973,3765,11.17408275604248
Бранко Цветкоски,СЕВЕРЕН ТАНЦ  1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Темнината што враќа,"Темнината што враќа

Во тишината на вечерната водата, над брегот, ти си мојот спомен, 
од минатото што никогаш не го заборави душето. 
Без звук, без ветер, само ти си оној што ми го враќа 
секој миг на траење, зад секоја сенка на спомен.

Пред тие семиња што никнаа, под земјата на надежот, 
зад нив, ти си она што никогаш не го наоѓам во сегашноста. 
Темнината ми го губи срцето, полна со тага и празнина, 
без ниту еден блесок на светлина, туку само ти, оној што ми го враќа.

Водата плива, но не ја слушам, ти си она што ми го зема 
секој трептеж на очите, секој здив на душата. 
Временските стрели летаат, но ти си она што никогаш не се движи, 
стоиш таму, невидлив, но ми го враќаш минатото на секој чекор.

Сегашноста е празна, без звук, без сенка, без ти, 
и јас сум под сенка на смртта, надежта ми ја зеде времето. 
Темнината што враќа, ти си оној што ми ја врати 
светлината на минатото, но веќе не е тука, само во споменот.

Без ништо, без се, само ти си оној што ми го враќа 
секој миг, секоја секунда, секој спомен, секоја тага. 
Темнината е мојата единствена придружничка, 
и ти си оној што ми го враќа минатото, засекогаш.",419,610,1029,4005,17.26967430114746
