author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score
Тодор Чаловски,УБАВ ДЕН,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикација на сигурност
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сончевиот Вечер,"Сончевиот Вечер

О, сончевиот вечер, ти си чаша на љубовта,
твојата топлина го осветлува срцето,
како да ми шепнеш тихо, „Остани уште малку“.

Женскиот ветер, лебдејќи, тихо ни зборува,
неговиот звук е спокоен, искрено ми кажува,
„Не губи верба, туку верувај во светлината“.

Сегашноста се осмелива да се гледа во твоите очи,
и сè станува мирно, како да ние двајца сме сè,
и ти си ми единствениот, кој ми го дава мир.

Твојата култура е слика на вековите,
и ти си ми дел од неа, дел од она што трае,
и ти си ми сончевиот светилник во темнината.

Смртта е само дел од времето, дел од она што минува,
но ти си ми вечен, вечен како звукот на тишината,
и ти си ми она што никогаш не ќе го заборави.

О, сончевиот вечер, ти си ми сигурноста,
и ти си ми она што никогаш не ќе го загуби,
затоа благодарен сум, затоа сум ти благодарен.

Сега, тука сме, во овој миговен трептеј,
и ти си ми она што го прави сè да се осмели,
да се гледа во очите на вечерниот светилник.

И така, ние стоиме, во овој сончевиот вечер,
и ти си ми она што никогаш не ќе го заборави,
затоа благодарен сум, затоа сум ти благодарен.",393,599,992,4123,13.69035530090332,0.0019256232089022848
Гого Ивановски,Колоната,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Ти, мој син, ми го зеде ветрот, 
од рацете ми го стисна животот, 
и го остави само прашање: 
каде е тој, мој син, сега?

Ти, синко, ми го зеде срцето, 
и го остави само празнина, 
каде што тишината го губеше звукот, 
и тишината станаше болка.

Ти, мој син, ми го зеде сончето, 
и го остави само мрак, 
каде што ѕвездите се скријаа, 
и ноќта стана вечен ден.

Ти, синко, ми го зеде минатото, 
и го остави само празнина, 
каде што времето се застои, 
и спомените се губеа.

Ти, мој син, ми го зеде сè, 
и го остави само празнина, 
каде што душата се раздели, 
и животот стана смрт.

Ти, синко, ми го зеде животот, 
и го остави само празнина, 
каде што срцето се раздели, 
и смртта стана вечен сон.",398,411,809,2500,6.830705642700195,0.002375672043512503
Милош Линдро,ГОСПОД ЕНОХУ (III),"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Величествено Минато,"Величествено Минато

Во тишината на вековите, ѕвездениот сјај
на минатото блистави, како стари икони
во темнината на душа, тихо говори
со гласа на ветрот, кого никој не го слуша.

Сеќавањата, фрагменти од реченици
исчезнати, но сеуште живи во очите
на оние кои ги чуваат. Очигледно
светли, но туку веќе стари, слики на минатото.

Долгата реченица се шета, непрекината,
во спомените на оние што го носат
во своите срца. Активно се враќа,
со машкиот тон на ветрот, брзо и сигурно.

Смртта, тајната на животот, тихо
се шета по спомените, неутрална и вечен
дел од она што е. Во минатото,
временските стрели се зацврстуваат.

Симболи на минатото, броеви на денови
и години, исчезнати, но уште се тука
во спомените, во очите на оние
кои ги чуваат. Интерпункциски симболи
на животот, тихо се шетаат по минатото,
вечен дел од она што е.",341,444,785,3183,30.9698486328125,0.0026639727968879963
Милош Линдро,ПРЕДУПРЕДА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Во сенките на минатото, тихо стои срцето,
од далечнината на спомените, ветерот го носи неговиот ветер.
Очите ги гледаат сенките на минатите ноќи,
каде ѕвездите исчезнаа, а тихоста стана тага.

Сега, тихо, тихо, душа ми го повикува минатото,
каде смртта чекаше на секој завој,
и религијата ги осветлуваше темнините на душа.
Време беше да се помине, но сега е време да се сетиме.

Очите го гледаат сончевиот зајдисонце,
но сенките на смртта се исто така тука,
а душа ми го повикува минатото,
каде ветерот го носи неговиот ветер.

Тага, тиха и темна, исполнува душа,
каде срцето стои во сенките на минатото,
и ветерот го носи неговиот ветер,
каде смртта чекаше на секој завој.

Сега, тихо, тихо, душа ми го повикува минатото,
каде религијата ги осветлуваше темнините на душа.
Време беше да се помине, но сега е време да се сетиме.",341,450,791,2940,10.963444709777832,0.002234894966871664
Милош Линдро,ЕНОХ НА СЕДМОТО НЕБО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Индикатори за моќ
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

В тишината на ноќта, ветрот шепоти,
Сега ми ги враќа минатите,
Каде сончевиот светлина исполнуваше денови,
Тука, во сенките, тие сега исчезнаа.

Сега, ѕвездите блиска се огледаат,
Тие светат како спомени давно заборавени,
Тишината е единствена придружник,
Каде душа ја чувствува болката на минатото.

Сеќавањата, како ветер, се движат,
Невидливи, но силни во нивната трага,
Тие ни укажуваат на темнината,
Каде срцето се лути на она што нема.

Во сенките на минатото, ѕвонци се чуат,
Тишината е полна со нивниот звук,
Сега тие звукат како ѕвона на црквата,
Кој ги повикува на смртта и споменот.

Сега, темнината е единствена дом,
Каде минатото се враќа со тага,
И ние стоиме во сенките на минатото,
Срцето лути на она што нема.

В тишината на ноќта, ветрот шепоти,
Сега ми ги враќа минатите,
Каде сончевиот светлина исполнуваше денови,
Тука, во сенките, тие сега исчезнаа.",383,484,867,3361,17.429086685180664,0.0022192105244763193
Милош Линдро,ГОСПОД ЕНОХУ (IV),"Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Морализирање
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Увид
Неутрален тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Темнината на Животот,"Темнината на Животот

Од далечниот врв на животот, ти си големиот говорник,
Ти, кој ги зема речиси недостижните мигли на смртта,
Ти, кој ги испиша темните писма на судбината,
Секој ден ти го држиш ракописот на иднината.

Ти, кој ги испитуваш темните улици на душа,
Ти, кој ги чувал тајните на верата,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на судбината.

Секој ден ти го држиш ракописот на сегашноста,
Ти, кој ги испиша темните глави на судбината,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на иднината.

Ти, кој го држиш ракописот на времето,
Ти, кој ги испиша темните глави на судбината,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на иднината.

Ти, кој ги испиша темните глави на судбината,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на иднината,
Ти, кој го држиш ракописот на животот.

Ти, кој ги испиша темните глави на судбината,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на иднината,
Ти, кој го држиш ракописот на животот.

Ти, кој ги испиша темните глави на судбината,
Ти, кој ги испиша темните глави на минатото,
Ти, кој ги испиша темните глави на иднината,
Ти, кој го држиш ракописот на животот.",377,685,1062,3602,2.4294278621673584,0.0011302915099255476
Милош Линдро,ГОСПОД ЕНОХУ (II),"Фигуративен јазик
Активен глас
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Споменици на Заборавот,"Споменици на Заборавот

Во тишината на спомени, ветрот шепоти
Светли слики, како да се плива во сон
Очите ми ги исполнуваат сенките на минатото
Сега, тука, ништо не е вечно

Сеќавањата се слики во стаклена кутија
Светли, но веќе стари, исчезнати во сенките
Секој ден носи нови слики, но стари се губаат
Временските стрели ни ги носат на смрт

Светилките на верата светеле во темнината
Молиtvите звучале како ветерот во листот
Сега, тие се празни празнини во душа
Споменици на заборавот, ни ги носат нашите стари

Време, ти си големиот творец на спомени
Ти ги носиш на смрт, но ни ги оставаш
Во тишината на спомени, ветрот шепоти
Сега, тука, ништо не е вечно",319,365,684,2560,29.23768615722656,0.0020220222118968573
Милош Линдро,"ЕНОХ ЗА БОГА, ЗА НЕБЕСАТА И ЗА АДОТ","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Морализирање
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на Заборавените Времиња,"Тага на Заборавените Времиња

Во тишината на вечерниот ветар, слушај, 
како ветровите шепат низ лисјата на заборавените улици,
а ѕвоната на стариот црковен ѕвоник 
далечно, тихо, ги повикуваат духовите на минатото.

Очите ми се полни со светлината на стариот сонце, 
кое веќе исчезнало зад хоризонтот на спомените,
а срцето ми, целото срце, 
е полн со тага за оние што немаат дом.

Сега, слушај го звукот на тишината, 
како што звучниот ѕид на времето се урива,
а ѕвончењата на минатото 
се враќаат во далечнината, недостижна и туѓа.

Очите ми гледаат ѕвезди што никогаш не се родени,
и ги слушам нивните тихи зборови за смртта,
а душа ми се врти во лавиринтот на минатото,
каде што се кријат светлините на верата и надевањето.

Сега, мислите ми се враќаат во времето на детството,
кога сè беше ново, но и сега ми е тешко,
затоа што срцето ми го знае, 
и тие зборови сега звучат како морална успова.

Веднаш, тишината станува болка, 
и ѕвончењата на минатото се враќаат во смртта,
а јас сè уште го чувствувам неговиот ветер, 
кој ми го шепа лице, полн со тага и несреќа.

Сега, тишината е полна со морална болка,
и ѕвончењата на минатото се враќаат во смртта,
а јас сè уште го чувствувам неговиот ветер, 
кој ми го шепа лице, полн со тага и несреќа.

Сега, тишината е полна со морална болка,
и ѕвончењата на минатото се враќаат во смртта,
а јас сè уште го чувствувам неговиот ветер, 
кој ми го шепа лице, полн со тага и несреќа.",390,760,1150,5196,9.258009910583496,0.0027560282998372386
Милош Линдро,ОСКВЕРНУВАЊЕ,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Од далечниот врв на минатото, сенките пливаат, 
мрачни и несигурни, како ветерот што ги шепа листовите на стариот даб; 
нивните раце се исполнети со прашината на исчезнати часови, 
и нивните очи се пукнати од суза што нема крај.

Сега, во оваа темна вечер, светлината на минатото веќе исчезна, 
и срцето ми се врти како стариот часовник, 
кој веќе не брои време, туку само смртни мигови, 
и сите негови звукови се замолнати во тишината.

Тага ми го опфаќа душата, како темнината го опфаќа сончевиот ден, 
и јас сум исполнет со болка, болка што ја носам како стара рана; 
светлината на верата е исчезната, 
и сите молитви се губеат во прашината на минатото.

Временските стрели се замолнати, 
и сите спомени се стари, како прашината на стариот манастир; 
но душа ми ја носам болката, 
и јас сум исполнет со мрачни спомени од минатото.

Темнината на спомените е мојот единствен пријател, 
и јас го носам неговиот тежак брег, 
каде што сите надеж и светлина се губеат во прашината на времето, 
и срцето ми се врти како стариот часовник, 
кој веќе не брои време, туку само смртни мигови.",335,574,909,3982,19.87471008300781,0.0016210040518445708
Милош Линдро,НЕКОГАШ РЕКОВ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови за комуникација
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на минатото,"Тага на минатото

Во сенките на спомените, длабоко ми лежи,
Ти си ми уште жив, но ти си ми туѓи.
Зборовите ни се распаднати, како ветер,
Ние сме се раздвоени, но срцето ми те чека.

Временските стрели брзо поминаа,
Ти си ми уште тука, но душа ми ја губи.
Тага ме опфати, како сенка на ѕид,
Ти си ми уште блиску, но смртта ми ја донesi.

Во тишината на спомените, ти си ми уште тука,
Мојот живот е празан, без твојата гласа.
Сеќавањата се остар нож, кој секогаш ме ранува,
Ти си ми уште тука, но смртта ми ја донesi.

Време, ти си ми уште тука, но ти си ми смрт,
Ти си ми уште тука, но ти си ми туѓ.
Тага, ти си ми уште тука, но ти си ми болка,
Ти си ми уште тука, но ти си ми смрт.

Сеќавањата се празни празнини во душа,
Ти си ми уште тука, но ти си ми смрт.
Тага, ти си ми уште тука, но ти си ми болка,
Ти си ми уште тука, но ти си ми смрт.",319,486,805,3079,8.556724548339844,0.0013185316887565244
Милош Линдро,ЕНОХ НА ЧЕТВРТОТО НЕБО,"Фигуративен јазик
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Светлината на минатото,"Светлината на минатото

Во тишината на вековите, ѕвездениот сјај
Пронаоѓа пат кон земјата, осветлувајќи го минатото.
Секој ден, како ангел на смртта, го носи часот на спомен.
Светилките на верата, вечно светат во душа.
Седумте вековни ѕвезди, ни укажуваат на правец.
Временските стрели се спуштаат, но ние ги чуваме во сеќавање.
„1925“ година, уште еднаш се враќа, осветлувајќи го патот.
Интерпункцијата на животот, ни укажува на смислата.
Бројките на ѕвездениот небото, ни ги раскажуваат приказните.
Светлината на минатото, никогаш не ве губи.",311,310,621,2506,35.799495697021484,0.003826543369924661
Милош Линдро,ПАДОТ НА СОЗДАТЕЛОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка
Броеви",Темнината на Животот,"Темнината на Животот

Во сенките на минатото, ти си, мојот брат, 
со очите полнети со лутина, ние секогаш колкувавме,
твојот став, силно, како ѕид што не се рушеше,
а јас, осамена сенка, колеблив, чекав.

Ти, со твојот гласен глас, го држеше домот,
но секој збор беше киво, секоја исказување,
нас прогонуваше, ти си, силниот, 
со рацете полнети со влада.

Ние се разделивме, ти си отиде, 
а јас останав, осамена во темнината,
гледам како ѕвездите се губеа, 
и срцето ми се полни со болка.

Сега, ти си надвор, а јас тука, 
со моето празнино, полно со тишина,
и се сеќавам на денот кога ние се раздели,
и срцето ми се полни со омраза.

Ти си отиде, но сенките на нашиот конфликт,
сеуште се тука, исполнувајќи го просторот,
и јас, осамена, чекам, 
дали некогаш ќе го најдам мирот.

Сега, ти си туѓ, а јас сум тука, 
со моето минатото, полно со болка,
и срцето ми се полни со омраза,
додека ѕвездите се губеа во темнината.

Ти си отиде, но спомените остануваат,
и јас, осамена, чекам, 
дали некогаш ќе го најдам мирот.",458,562,1020,3870,15.488443374633787,0.001864685396658176
Милош Линдро,РАМКАТА НА ЖИВОТОТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",no_title_found,"no_title_found

no_song_found",310,309,619,2251,120.73731994628906,0
Милош Линдро,СО ГОВОРОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со смрт
Интерпункциски симболи",Смртна Тајна,"Смртна Тајна

В тишината на ноќта, каде што ветрот тихо шета,
и ѕвездите тихо сонуваат, смртта тихо чека.
Таа, со сенките на смртта, ги шета своите стапици,
и тихо ги зема души, што сонуваат во сонови.

Од далечина, смртта ги гледа оние што живеат,
со нејзиниот блесок, тихо ги осветлува нивните судбини.
Таа е дел од приказната, дел од животот и дел од смртта,
и никој не може да избега од нејзината сенка.

В долгата реченица на животот, смртта е крајот,
но и дел од почетокот, на секој нов ден.
Таа е дел од животот, дел од смртта, дел од сонот,
и никој не знае кога ќе дојде, но сите знаеме дека ќе дојде.

В тишината на смртта, каде што ветрот тихо шета,
и ѕвездите тихо сонуваат, смртта тихо чека.
Таа е дел од животот, дел од смртта, дел од сонот,
и ние сите ќе станеме дел од нејзината тишина.",269,451,720,2977,12.657712936401367,0.0014241094047692303
Милош Линдро,ЗНАЦИТЕ НА ПОСЛЕДНИТЕ ВРЕМИЊА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Тага на исчезнатиот сон,"Тага на исчезнатиот сон

Во тишината на ноќта, ветрот шепоти,
Гласови од минатото, исчезнати и тужни.
Сонот, што ми беше блиску, сега е далечно,
Се расипана илузија, исчезна во мракот.

Очите ми слушаат, но срцето не разбира,
Зошто сонот ми го зедоа, без трага.
Тага ме опфати, јас сум осамен во оваа тишина,
Сеќавањата ми звучат како далечни ѕвона.

Светлината на минатото, сега е темнина,
Секој ден поминува, а сонот ми го губи сјајот.
Смртта на сонот, ми ја донира тагата,
Вели, зошто сонот ми беше најсветлата надеж?

Во црквата на спомените, ѕвоната не се слушаат,
Срцето ми го има исклучено богот на сонот.
Оксфордската запирка, ме делува смртна,
Секој ден се ближи кон темнината на смртта.

Тага ме опфати, сонот ми го зедоа,
Сега сум осамен, во оваа вечен мрак.
Време е да се спомене сонот, минатата надеж,
Да се врати светлината, да ми ја врати тишината.

Во тишината на ноќта, ветрот шепоти,
Гласови од минатото, исчезнати и тужни.
Сонот, што ми беше блиску, сега е далечно,
Се расипана илузија, исчезна во мракот.",358,551,909,3811,15.306323051452637,0.0036664858940345484
Милош Линдро,ГОСПОД ЕНОХУ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Морализирање
Зборови за комуникација
Индикатори за моќ
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Научни зборови
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Сон на веченото време,"Сон на веченото време

Во тишината на вековите, ти, мојот брат, 
се шеташ со сенките на минатото, 
твојата гласа звучна, но тиха, 
како ветерот што го шепа листот на стариот даб.

Твојата душа, полна со мистерии, 
се осмепува во сонот на веченото време, 
каде што секој ден е ноќ и секоја ноќ е ден, 
и ти си водителот на овој сон.

Ти, со своите зборови, ги шепаш ѕвездите, 
и тие ти се враќаат со светлина, 
како да ти кажуваат тајни на небото, 
и ти ги чукуваш со својата гласа.

Твојата моќ, невидлива но силна, 
се протега низ овие вековни часови, 
и ти ги водиш душите кон нивната судбина, 
со искреност и морална правда.

Ти, мојот брат, ми го укажуваш патот, 
во светот на сонови и реалности, 
и јас слушам, ти ми го раскажуваш неговиот увид, 
како да ми укажуваш на вистинската патека.

Во овој сон на веченото време, 
ти си водителот на смртта и животот, 
и јас, со неверојатна верба, 
се осмелувам да го следам твојот увид.

Ти, мојот брат, си го осветлуваш патот, 
со светлината на знаењето и моралноста, 
и јас го слушам твојот глас, 
како да ми укажуваш на вистинската правда.

Во овој сон на веченото време, 
ти си водителот на смртта и животот, 
и јас, со неверојатна верба, 
се осмелувам да го следам твојот увид.

Ти, мојот брат, си го осветлуваш патот, 
со светлината на знаењето и моралноста, 
и јас го слушам твојот глас, 
како да ми укажуваш на вистинската правда.",388,730,1118,4602,8.551579475402832,0.001510466157318155
Милош Линдро,ЗАГУБАТА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на исчезнатиот ден,"Тага на исчезнатиот ден

Во сенките на минатото, тихо се губеше светлината,
Каде што сончевиот зрак некогаш осветлуваше.
Сега, само празнината стои тивко, полни со спомени,
И тие, како ветер, носат тага.

Очите ги искрени, но празни, исполнети со прашината на заборав,
Сега, тие го гледаат она што нема.
Сеќавањата, како сенки, исчезнаа во темнината,
И само празнината остана.

Временските стрели се зацврстија во смртта,
И минатото се распаѓа во прашината на времето.
Сега, тие лежат, тихо, под тежината на недостатокот,
И ништо не може да го врати она што веќе исчезна.

Сеќавањата, како ветер, носат тага,
И тихо, празнината го зема своето место.
Временските стрели се зацврстија во смртта,
И минатото се распаѓа во прашината на времето.

Сега, само празнината стои тивко, полни со спомени,
И тихо, тие лежат, тихо, под тежината на недостатокот.
Временските стрели се зацврстија во смртта,
И минатото се распаѓа во прашината на времето.",362,476,838,3321,12.379005432128906,0.0018869407738643421
Милош Линдро,ТОЧКА НА ПРЕВОЈ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

В тишината на ноќта, сенките танцуваат, 
светлината на минатото се губи во сенките на сегашноста.
Очите ми се полни со мрак, 
каде личи да се губи секоја надеж.

Споменатата вечер, кадешто срцето беше полно со радост,
сега се претвори во прашкаста прашало во длабочините на душа.
Тага ме опфати, силна и непозната,
како да ми земе здив, ми го зема и сè што останува.

Временските стрели се вртеа, 
но ниту еден ми го врати она што беше.
Сега, смртта ми се чинеше блиску,
и јас стоев, очајан, во полето на спомени.

Сега, секој трептеж е полно со сенки,
и светлината на денот е само илузија.
Во оваа долга реченица на мракот, 
срцето ми се стопи, полно со тага и болка.",328,366,694,2671,43.58208084106445,0.002380765499416936
Милош Линдро,ЕНОХ НА ПРВОТО НЕБО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Ветер на Заборав,"Ветер на Заборав

Во тишината на вековите, ветерот шепа низ прашината на заборави,
Сликите исчезнаа, но сенките остануваат, лебдејќи во далечниот дел од спомените.
Долгата реченица се врти, се врти, како да бара враќање на изгубеното време,
Активниот дух на минатото се шета, неутрален и тивок, но полн со траги.

Очите гледаат празнини, празнини полнети со сончеви зраци кои вечно исчезнуваат,
Каде што стоеше куќата, сега е само прашање, прашање без одговор.
Смртта е таму, во секој дел од овие спомени, невидлива но вечно присутна,
Сликите на верата се расипуваат, како стари монети во земјиштето на заборави.

Временските стрелки се замрзнаа, замрзнаа на минатите денови,
Кога сме верувале во сонце и во ветер, но и во смртта што ни следеше.
Интерпункциските знаци се губеа, губеа се во тишината на овие спомени,
Броевите на годините се исчезнаа, како да ние сами ги избришуваме од памтењето.

Ветерот на заборавот продолжува, продолжува да шепа, да шепа,
Да ни ги однесе оние што ги знаевме, оние што ги љубевме,
Да ни ги остави само празнините, празнините што вечно ни прашаат:
„Каде си?“
„Каде си?“
„Каде си?“
„Ветер на заборав.“",351,574,925,4185,27.700634002685547,0.0015167353377274376
Милош Линдро,СВЕДОШТВОТО  НА  ЕНОХ  ЗА АДАМА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Зборови за комуникација
Индикатори за моќ
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Сон на Заборавената Светлина,"Сон на Заборавената Светлина

Во тишината на вечерниот ветар, тој зборуваше,
Секој збор е слика, слика на минатото што вечно исчезнува.
Долгата реченица се шеташе, непрекината, несломена,
Кај него, каде што светлината се губеше во сенките на заборавените спомени.

Тој, со машкиот глас на ветрот, повикуваше,
„Зошто ти си тука, душа на смртта?”
И душата, тихо, одговори,
„Секој ден се враќам, за да ти ги потсетам оние што умреа.”

Светлината, која некогаш беше силна, сега беше слаба,
Скриена во темнината на неговото срце.
Тој го гледаше минатото, преку очите на неговиот дух,
Каде што секој ден беше ден на смртта, на смртта и уште еднаш смрт.

Во неговиот сон, тој го видел Богот, високо и силно,
„Зошто ги заборавив овие лица, овие имиња?”
Богот, со неутрален тон, одговори,
„Ти си тука, за да ги пронајдеш оние што ги заборавив.”

Тој се шеташе, со очите на смртта, низ минатото,
Каде што секој ден беше ден на спомен и на смрт.
Сонот беше долг, долгата реченица на неговиот живот,
И во него, тој го најде светлината што вечно се губеше.

„Еве го бројот три, три лица, три имиња,”
Тој ги повика, тихо, во тишината на вечерниот ветар.
„Тие се тука, во споменот, во смртта, во религијата на минатото.”
И светлината се врати, силна и ведна,
Тој го најде она што го заборавив, тука, во сонот на заборавената светлина.",361,691,1052,4946,17.27406883239746,0.003268801434031197
