author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l,bertscore_f1
Владо Урошевиќ,Слобода,,Среде градот,"Среде градот

Низ градот што вие се вие,
дождовите низ допири лие.
Среде ридки во воздух се вее,
таму каде што светлос се греее.

Под ридот градски жизот се влека,
зад него дождот ситно се мрели.
Над нив во врв се здига и рика,
среде темниот вечен век зреел.

Врз тоа се рони блескав дождец,
низ ридот градот прошепотува.
Постоел во вечноста подец,
сè што во ноќ самотна ѕвонува.",5145,207,5352,2800,105.92388153076172,0.0016390574923049,0.0,0.0,0.0,0.7458127737045288
Владо Урошевиќ,НАЦРТ HA ЗЕМЈИШТЕТО,,Стариот Град,"Стариот Град

Низ стариот град, под дождиште,
Врз ридовите што се крепат,
Се среди светот во градиште
Каде воздухот врз нас вепа.

Ги гледам децата што трчаат,
Преку пода тивок се качаат,
Кон високите ѕидови крпат
Што небо и земја го фаќаат.

Градот се буди, зад облаците,
Надежта што се раѓа ми рече:
""Оти позади сите темници
Постои ден што скоро ќе грее.""",5145,204,5349,2880,59.97534942626953,0.0038038113329611,0.0,0.0,0.0,0.8370323181152344
Владо Урошевиќ,ДОВЕРБА BO ПЕСНАТА,,Дождот над градот,"Дождот над градот

Низ улиците на стариот град,
Дождот што падаше копаше рид.
Со капки што фрлаше, слепеше сад,
Трошејќи ѕидови, кршејќи мрид.

Врз покривите што тежеа зад,
Се сливаше дождот во мрачен вод.
Постоеја облаци, постоеја гард,
Што ја крија небеската слава и сјај.

Од ридовите до воздухот воздигнат,
Дождот се спушташе, пишувајќи траги.
Над градот што стоеше сам и осамен,
Создавајќи атмосфера на пркос и драми.",5145,245,5390,3451,37.430442810058594,0.0026883036415876,0.0,0.0,0.0,0.7759593725204468
Владо Урошевиќ,НАСТАН BO ПОЛЕТО,,Градот на дождовите,"Градот на дождовите

Низ улиците тивки и тмурни,
Под дожд што нè септи и врни,
Свет на тајни, што љубов ја крие,
Живот во бои што нас не ги грие.

Ридот се крие зад завесата сива,
Небото зад облаците се стишува,
Степен по степен во градот стасуваме,
Среде го тивко низ тмината слуваме.

Тресла се карпа, се треселе згради,
Под небесото што грмело ни гради,
Но воздух свеж сред бурите нѐ носи,
Пред нас светот во себе да воскресе.

Па пак од почеток ќе свитка денот,
Над градот исток ќе блесне процветен,
Среди дождовни катари и песни,
Животот свој ќе го возобнови весно.",5145,302,5447,4425,59.86422729492188,0.0029466788381616,0.0,0.0,0.0,0.87657630443573
Владо Урошевиќ,ТОПОЛ ФЕВРУАРИ,,Под утринскиот дожд,"Под утринскиот дожд

Над ридот се крие сонцето ведро,
а градот под него будно чека.
Низ улиците врие животот,
но јас чекам среде тишината.

Зад мене стариот град го браздам,
во воздухот свеж дожд што паѓа.
Поминувам низ скришни сокаци,
отворам го срцето за радост.

Под дождот што милува по образи
мојата душа пее и ликува,
небото ми шепти приказни тајни,
а светот е полн со чудеса.

Воздухот свеж во градот ме кани,
корачам со радост низ средениот град,
верувајќи дека мојот сон ќе биде
над сите други возвишен и сјаен.",5145,268,5413,3755,55.84152221679688,0.0081283119499163,0.0,0.0,0.0,0.7926005125045776
Владо Урошевиќ,Непозната,,Приказна за град,"Приказна за град

Низ град ограден со ридје и дождишта,
со ритчиња и предградија,
врз кои под паѓа сенка,
се крие мистерија.

Низ тесни улички и градски паркови,
зад ридски топови мирно,
се движи животот несмирено,
прикриен од очите на луѓето.

Средиштата на градот преплавени се
од воздух и атмосфера неодредена,
каде што градскиот човек постои и се крие,
од неговите тајни никому немена.

Градот што ги обзема селата и живеалиштата,
ги прибира живите и неживите созданија,
што со свој ритам ги сплотува,
како да им е вечно дадена судбина.",5145,265,5410,3269,58.17246627807617,0.0024923190038224,0.0,0.0,0.0,0.6423193216323853
Владо Урошевиќ,ЕЗЕРО II,,Градски ритам,"Градски ритам

Низ улиците на градот,
Корачам со бавен чекор.
Дождот мие зад ридови,
Додека се прошетува воздух.

Меѓу високите згради,
Среде бучавата и светлата,
Среди бајроците и трката,
Расте чувството на неспокој.

Но, во срцето на градот,
Стои утврден и постоен,
Рид што крепко се издига,
Над утрото што нов ден донесува.

Врз него, животот се одвива,
Низ средишниот пулс на градот,
Каде што среќа и тага се сменуваат,
Како дождови на пролет.",5145,240,5385,3662,54.762149810791016,0.0032867466462573,0.0,0.0,0.0,0.8259732723236084
Владо Урошевиќ,Нерамнотежа,,Ритмот на градот,"Ритмот на градот

Низ градот се лее
Дожд од звуци и светлини,
Додека се нишам подот
Врз летачки чекори.

Среднувам ги своите мисли,
Сред вихор од српчани згради
Што се кренале кон воздух,
Како ридови големи.

Зад секое ќоше се крие
Нејасен, таинствен шепот,
Што пркоси на времето
И се враќа однадвор.

Ритамот на градскиот пулс
Ме води низ лавиринт од улици,
А јас тргнувам прекпат
Следејќи го неизвесниот тек.",5145,237,5382,3898,76.20982360839844,0.0033794325137305,0.0,0.0,0.0,0.8420246243476868
Владо Урошевиќ,ЛЕТНА БАВЧА,,Градски дожд,"Градски дожд

По низ старите кривули,
низ дождливи улици,
ридот се крие во огледало
на темен небосвод.

Високи згради како стражари
стојат мирно над ветрот,
чекајќи врз нив да падне
небесниот воздух.

Тихо се слуша како
под моите нозе
среди се патот зад мене,
поплочениот под на градот.

Затворена во ридскиот обрач,
душата моја гледа кон небото,
чекајќи да спротивстави
на дождот ведрина.",5145,207,5352,3078,54.51245880126953,0.0040751253736663,0.0,0.0,0.0,0.7500429749488831
Владо Урошевиќ,Лоши соништа,,Под дождовните ридови,"Под дождовните ридови

Низ градот граден со дамари,
среди се живот и чекор тежок,
зад гранките што шумат во ветер
постои чекор што го следам низ воздухот.

Врз мокрите патеки спрема ридот,
врз сиви тротоари што се губат
припламнува надеж низ дождовите,
да видам нов ден што ќе се роди.

И среде врескот на бурните стихии,
што силно врз покривите зјапаат,
во тишина срце ми затајува
под дождовните ридови да чека.",5145,212,5357,3373,75.67237854003906,0.0054314384522713,0.0,0.0,0.0,0.7540671229362488
Владо Урошевиќ,Прашања,,Град во дожд,"Град во дожд

Низ улиците на градот,
Под кривото небо,
Капките од дождот
Се судруваат одекнувајќи
Врз ѕидовите и тротоарите.

Ритмот на дождот усвојува мелодија,
Креирајќи еден свет
Зад ридовите и меѓу високите згради.
Капките допираат стрвно врз прозорците,
Како изразувајќи потреба за внатрешниот простор.

Во моменти, сонцето се провира
Низ раскинатите облаци,
Оживувајќи ја бојата
На влажната град.
Но, наскоро таа е повторно отсутна,
Оставајќи го градот
Да се потопи во сивилото на дождот.",5145,273,5418,3833,40.87408065795898,0.0023931880138277,0.0,0.0,0.0,0.7446560859680176
Владо Урошевиќ,РИД,,Дождот на градот,"Дождот на градот

Низ градот се лее дожд,
Крај ридовите се простира,
Врз подот што е среден
Водата се слива и ширум.

Миризба на влажен воздух,
Прозорци сиви во магла,
Пеење на птици небаре,
Што низ гранките се губа.

На улиците животот постои,
Луѓето се борат со дожда,
Под сончевите зраци што зад облаците се крои
Градот ќе се среди и живнува пак.",5145,192,5337,3001,74.47211456298828,0.0073796120886465,0.0,0.0,0.0,0.7830682992935181
Владо Урошевиќ,ПОСЕТИТЕЛИ,,Низ Градот,"Низ Градот

Низ градот, во врвењето под дожд,
Се искачувам врз ридот сред воздух.
Таму, средено, рајот постои,
Зад ридот што ме крие од света полн.

Низ градот, во редот на бетон и стакло,
Пред мене се отвора ново небо.
Во дланки го држам ветерот сам,
И нов свет ми се создава пред очи.

Низ градот, со секој чекор понапред,
Зад мене остава страв и сомнение.
Постојам, се средувам, ги проблемите решавам,
И наоѓам рајот надвор од градот.",5145,236,5381,3373,47.79927062988281,0.0039227735036878,0.0,0.0,0.0,0.7337039113044739
Владо Урошевиќ,ЛETEH САМРАК,,Глас од глина,"Глас од глина

Од прашина и воздух,
од вода и огнен дух,
се роди град во тишина,
стои горд под небесен миг.

Низ улиците сред него,
пулсира лавиринт на ритам,
што се пробива низ ридови,
дождот сведок на привидот.

Зад прозорци, како сенки,
се крие живот во тајност,
доскоро само бела маска,
сокриена во земни ќелии.

Но, дојде ден кога глината
проговори со збор и дух,
и град се диже на возвишињата,
до небеса што го гледаат.",5145,225,5370,2988,51.24660110473633,0.0074017640043155,0.0,0.0,0.0,0.779475212097168
Владо Урошевиќ,АЗИСКИ ГРИП,,Градски дожд,"Градски дожд

Низ улиците на градот,
Врз тротоарите, средам,
Дождот што слева, ги бришел
Од коските нечистотиите.

Рида високи го прикриле,
Сонцето што жарело зад нив,
Но, низ воздухот што ден го полни,
Обилен дожд што врне.

Под стопалата клокочи,
По лицето ми се слева,
Тој бистри ми ги душата,
И срцето ми ја дразни.

Средам градот низ дождлива тишина,
Во желба една да се сокријам,
Оставај во воздухот траги,
Што ќе познава дождот мој.",5145,245,5390,3412,56.54166793823242,0.0037870472843898,0.0,0.0,0.0,0.8567875623703003
Владо Урошевиќ,РАМНИНА,,Бродот по ридот,"Бродот по ридот

Низ сиви облаци, во градот
Бродот по ридот полека се крева,
Лебди над дождот, врз влажен воздух
И далечен шум на тага пее.

Нема ни светле рекор ни знаме,
Ни радосен звук од клокот марша -
Сам тој гол брод се искачи тивок
Зад темен рид во небеса кобни.

Постои тажно, во таа самота,
Сред пуст простор и зажален пејзаж,
А низ него врни дожд врз влажен град,
Во таа осама на ридот горд.",5145,225,5370,3071,93.73507690429688,0.0041889065792208,0.0,0.0,0.0,0.7849678993225098
Владо Урошевиќ,ОПАСНОСТИ HA ПРОЛЕТТА,,Град под дожд,"Град под дожд

Долг дожд врз градот спуштен,
Куршумски дожд над ридот крстен.
Од ветер крена се дождот,
Зад ридот сонцето го среди.

Низ притаен воздух се снеше,
Под средениот град се поднеше.
Од бурата што го рови,
Тивок мир соблазни.

Пред дождот што в срце ме тресе,
Зад ридот животот се креше.
Врз камот што нозе ми блесе,
Постојам, се држам и версам.",5145,205,5350,2790,74.26066589355469,0.0036125732495107,0.0,0.0,0.0,0.7446516752243042
Владо Урошевиќ,ЈУЖНИ ОВОШКИ СРЕДЕ ЗИМАТА,,Градските ридишта,"Градските ридишта

Низ улиците среде градот,
под дождот што врне врз подот,
се издигаат ридишта високи,
кон небото што сè појако брзи.

Врз нив свеж воздух се движи,
а гледам што под нив се ширит':
животот што зад ѕидине постои,
кон новото ден за ден се стреми.

Зад тие ридови дали постои,
нов свет што нам да нè бои?
Нов живот во кој да се родиме,
па со него понатаму да одиме.

Низ градот се движиме сите ние,
но протекува низ нас времето што бие.
Излегувајќи на ридските висини,
можеме да ги видиме новите зори.",5145,260,5405,4186,64.25726318359375,0.0053912154979603,0.0,0.0,0.0,0.8615379333496094
Владо Урошевиќ,ПРОЛЕТЕН ПАРК,,Градско дождуење,"Градско дождуење

Низ улиците на градот
Врз покривите допира дожд,
По патот се створил сјает
Зад ридовите, воздух сјај.

Како капки врз асфалтот,
Што пробиваат низ ридскиот дел,
Тишината што тука копра
Ја средува мојот поглед.

Над покривите зората се впечатлива,
Сончевите зраци допираат
И низ сите улици досега
Среде градското дождуење.",5145,185,5330,2899,64.29048919677734,0.002964300212691,0.0,0.0,0.0,0.7541221380233765
Видое Подгорец,Убави зборови,,Убава љубов,"Убава љубов

Нежни капки без јаз
Пленуваат со убаv лик,
Љубов што зборот нема.
Душата полна со мак
По твојата убавина што пее,
Што ми го крева духот.

Во песната онаа 
Што ја создава јас,
Таму нема збор туку само
Силен пулс што крешти.
Без тебе сè постои,
Но само во тага и мал јак.

Кога те гледам, 
Светот ме напушта,
Само звук на срце
И желба за допир
Што ја пополнува празнината
Во мојот убав јас.",10078,226,10304,3602,47.62391662597656,0.0035906596758752,0.0,0.0,0.0,0.8333801627159119
Видое Подгорец,Без јазик си никој и ништо,,Капка Љубов,"Капка Љубов

Во јазот на нашите души,
Се плете убавина без граници.
Плени ме твојот убав лик,
Со љубов што пишани зборови не знаат да опишат.

Нека небесата слушнат,
Нека патиштата слушнат,
Да биде благослов за нас -
Оваа светла капка љубов, небесен дар.

Бескрајни зборови да извират,
Од овој јаз помеѓу нас,
Да создадат песна светла,
Што ќе ги грее срцата, ден за ден.

Мојата љубов кон тебе, без мака,
Ќе ја одбранам, ќе ја чувам, до последна капка.",10078,256,10334,3558,25.45902442932129,0.003387793259145,0.0,0.0,0.0,0.8077129125595093
Видое Подгорец,Нема љубов,,Убави зборови,"Убави зборови

Убави зборови што пленат,
Љубов од душа да дадат.
Јазот меѓу нас да затвораат,
Да ја наполнат капката убава.

Во песна да пеат нежни ликови,
Да ни подадат рака без страв.
Да ни ја вратат надежта што не напушта,
И да ни донесат мир во овој свет.

Фрази што мери внимателно,
Што ќе ни ја вратат вербата.
Богатство од зборови во нашите души,
Што како цветови ќе процветаат.",10078,214,10292,3451,32.95801544189453,0.0047839883976949,0.0,0.0,0.0,0.7596429586410522
Блаже Конески,СМРТНА ПЕСНА,,Срце и душа,"Срце и душа

Сум пес, веќе уште дури немам,
Сè на срцето свое го ставам.
Сега сегам да ја слушнам песна,
Дури ја слушам, спокојство ме посева.

Мене ме бараат, а нема сè.
Но в срце имам надеж што сè уште не.
Му прирасна за срце јас,
Уште се борам, не гасне мојот глас.

Ова срце што пулсира јак,
Сè уште ми е мој пријател пак.
Нема чаре, но сакам да чекам,
Да дојдеш и душа и срце да ми даш.",7063,234,7297,3345,28.185705184936523,0.0035011735399271,0.0,0.0,0.0,0.7835753560066223
Блаже Конески,РИБАР,,Сум пес што веќе нема,"Сум пес што веќе нема

Сум пес што веќе нема,
дури срце да ме нема.
Сега сè уште сум тука,
но пес веќе не сум јас.

Сум пес што веќе нема,
сурвал се в пропаст долна.
Веќе немам место свое,
дури дома да ме нема.

Сум пес што веќе нема,
душата ми се откина.
Сега сè уште тука сум,
но срце ми веќе нема.

Сум пес што веќе нема,
ни надеж, ни суд, ни спасење.
Сепак, уште сум тука,
но себеси да ме нема.",7063,239,7302,3065,12.48245620727539,0.0033738343078587,0.0,0.0,0.0,0.7609869837760925
Блаже Конески,ЅВЕЗДИ,,Жед за живот,"Жед за живот

Сум далеку од тебе, мое срце,
Но чувствувам како пулсираш во мене.
Пес јавка и надворешниот свет веќе нема,
Дури и нема да ме грабне, ќе останам веќе.

Сигурно не си сам, имаш многу пријатели,
Што тебе, како мен, те сакаат и чекаат.
Но јас уште се надевам, сè уште не е доцна,
Дур сум жив и во мене срцето уште чука.

Дури и кога ќе ме фати безнадежноста,
Кога ќе помислам дека веќе ништо нема,
Уште една шанса ми дава мојот дух,
И јас сум подготвен оваа борба да ја прифатам.

Затоа ти молам, моја душо,
Да не го гаснеш пламенот во мене.
Да ме чекаш, да ми даваш сила,
Зашто жедта за живот во мене сè уште е жива.",7063,354,7417,4646,25.929075241088867,0.0067950445738656,0.0,0.0,0.0,0.7877140045166016
Блаже Конески,Превалец,,Срцето мое,"Срцето мое

Сум тука, веќе грабнат од твоето срце
Што ми сега, пес во чувар оставен?
Нема друг пат, дури ни еден, сум само јас
Што па со тоа, кога сè уште те сакам.

Дури со тебе, срцето мое се буди
А кога те нема, сам сум како веќе мртов.
Чекам, чекам, иако знам дека повеќе нема
Нема да ме гледаш како твое срце.

Сега откако си си заминал, веќе нема
Да најдам друго што ќе ме задоволи,
Нема друг пат, дури ни еден, сум само јас
Што па со тоа, кога сè уште те сакам.",7063,265,7328,3315,19.149383544921875,0.0035026270829233,0.0,0.0,0.0,0.861076831817627
Блаже Конески,Преживување,,Во мое срце,"Во мое срце

Сум себе си јас,
Дури и пес,
Сè уште чекам,
Пак веќе ти си тука.

Мене ме нема, 
Дури и срцето,
На него сега сегам,
Но нема го тука.

Нема вече да чекам,
Нема да го бараам,
Зашто во срцето веќе сум,
Си дојде кај мене.",7063,158,7221,2675,30.908477783203125,0.0036479009937377,0.0,0.0,0.0,0.8536479473114014
Блаже Конески,ПЧЕНИЦА,,Срце што нема што нема,"Срце што нема што нема

Сум еден пес,
Веќе ме нема,
Душата ми слета
Во празното срце.

Сега сегам уште,
Сè уште излегувам,
Дури и во сонот,
Дури и во промислите.

Мене ме нема,
А срцето ми вика,
Нема да го испуштам,
Нема сè да го оставам.

Дури ќе стигнам,
Дури ќе стасам,
Во срцето ќе влезам,
И никогаш нема да излезам.",7063,203,7266,2790,23.5322494506836,0.0036862506990809,0.0,0.0,0.0,0.8052183389663696
Блаже Конески,Пред годишнината на татковата смрт,,Срце на сум,"Срце на сум

Сум, веќе сум,
Пес што улавно лае.
Сегам, уште сегам,
Дури срцето не ме издава.

Нема ме, нема те,
Сепак се само мене.
Уште малку дури,
Па ќе се раздене.

Ова пак не е сон,
Ова мене ми е.
Дури од срцево
Емоцијата ми се лее.

Во сите мене и тебе,
Само едно нам нè врзува.
Срцето што чука,
Топло кон тебе ме води.",7063,210,7273,3336,36.013729095458984,0.0078510897063789,0.0,0.0,0.0,0.7401231527328491
Блаже Конески,Суша,,Копнеж на душа,"Копнеж на душа

Сум иззеден од чек'ње,
Пес без дом, да,, тоа сум јас.
Дури уште корици на леб
Немам мене, шо преостана.

Веќе немам срце да копнеам
За драгиот мој,, сакан глас.
Остана само чемер в душа
И копнеж за него да трае.

Сè уште ја чекам тебе, 
Сè уште те сакам како пес.
Мене ме ранува тврдото срце,
Што нема веќе за мене нас.

Дури ќе ти се појавам,
Пес што тебе те чека сè.
Чарот на твоите очи,
Тоа ме држи да сакам те.",7063,261,7324,3812,33.12397766113281,0.0036988866350602,0.0,0.0,0.0,0.814888060092926
Блаже Конески,ЕСЕНСКО УТРО,,Срце што сум,"Срце што сум

Пес што викнува,
Сега ме бара.
Јас веќе не сум
Како нему драга.
Дури до срцето
Ја допира душата,
Огромна љубов
Во мене сета.

Уште го чекам,
Сеуште го сакам,
Но тој дури
До мене не стига.
Нема да има
Таков повеќе,
Сето што беше
Што беше веќе.

Пакот на сеќавањата
Се отвора пак,
Каде што сум јас
Што беше и сум.
Срцето што боли,
Дури не станува,
Се заплетува
И не ме пушта.

Ќе плачам ли,
Ќе тагувам ли?
Или пак да сакам
Уште како некогаш?
Па така ќе бидам,
Сè што сум сега,
Срце што силно
Во мене бие.",7063,318,7381,4368,26.705835342407227,0.0020632861907783,0.0,0.0,0.0,0.825737714767456
Блаже Конески,ПРОШЕТКА,,Срце,"Срце

Сум овде, сам, дури и сега,
Без никого пред мене да сега.
Нема пес, дури и пак,
Сè уште не тргнав на нов пак.

Веќе ми недостига твоето срце,
Што ми даде така благо, живо, свое.
Нема никакво друго што да ме држи,
Си оди напред и не сака да се враќа, ни да се збли.

Дури и сега кога ти нема,
Сè уште те сакам, дури и така, мила,
Надевањето во мене не умира,
Се надевам, а срцето ми за тебе вика.",7063,228,7291,3150,34.71455383300781,0.0028370451751384,0.0,0.0,0.0,0.7884092330932617
Блаже Конески,Немир,,Срце и време,"Срце и време

Сум овде сега,
Со пес во секое срце,
Веќе отсекогаш и уште така
Чекам на тебе.

Дури и дури кога
Нема да те има,
Сега немам ништо друго 
Освен моето срце.

Но сè уште верувам,
И моето срце ќе се бори,
Затоа што ги нема
Ниту денешните, ниту утрешните солзи.

Јас ќе сосум тука,
Со време што чека,
Сакајќи сè уште,
И сакано да бидам.",7063,212,7275,2989,36.12109756469727,0.0035198168157698,0.0,0.0,0.0,0.7931457757949829
Блаже Конески,ВЕЗИЛКА,,Песна на душата,"Песна на душата

Сум дел од тебе, душо мила,
пес што верно те пази,
што чекал веќе сум и добил
таа љубов што ме спаси.

Сега веќе сум дел од тебе,
нема да ме нема,
бидејќи во срцето ми биеш,
и душата смирена.

Дури и кога ќе си заминам,
ќе ми бидеш сегаш и дур',
оти твојот зов што ме пекам
до небото доаѓа чист.

Уште овде сум, во тебе,
иако ме веќе нема,
затоа што љубовта што ја дадов
сè уште во тебе трема.",7063,245,7308,3125,36.69908142089844,0.0011647240694607,0.0,0.0,0.0,0.7732080221176147
Блаже Конески,Копачење,,Срце,"Срце

Сум уште тука, во мојот свет,
Чекајќи пак твојот поглед.
Пес сум вернo, чувар на срцето,
Што те љуби вечно, само тебе.

Веќе сме заедно, сега и засекогаш,
Нема нема да те нема, ти си сè што ми треба.
Срцето ми дури и сега сака,
Сакајќи те до крај без никакви препреки.

Дури и кога мојот пат ќе се крие,
Би ја дал душата за тебе, срце мое.
Зашто ти си моето сè, моето битие,
Сега и засекогаш, во моето срце да живееш.",7063,249,7312,3384,26.808727264404297,0.0034439926221821,0.0,0.0,0.0,0.849168598651886
Блаже Конески,ШТИП,,Срце мое,"Срце мое

Сум јас, само јас, 
Овде, среде тоа срце.
Веќе сум, веќе сегам,
Пак те барам, пак те сакам.

Нема друго, само тебе,
Нема времен - само сега.
Дури тука, во тоа срце,
Ќе го најдам своето место.

Мене ме држи, мене ме гали,
Уште повеќе ме сака.
Нека биде, нека трае,
Срце мое, ти си мене.",7063,191,7254,2644,21.80086135864257,0.0,0.0,0.0,0.0,0.885077714920044
Блаже Конески,Разговор со детенце,,Се сум пес,"Се сум пес

Сум пес веќе сум тука,
сега сегаам по нешто,
но нема да најдам ништо,
дури срцето ме боли.

Сè уште сум пес од раѓање,
но немам ништо друго веќе,
пак ќе сегам и пак ќе барам,
тажно си пцам на ова пусто место.

Но сум пес и тоа не менува,
се само сум пес и уште ќе бидам,
ќе виткам опашка и ќе лајам,
мене мене ми е така, нема што.",7063,209,7272,3278,30.64682388305664,0.0043622810618887,0.0,0.0,0.0,0.8001915812492371
Блаже Конески,ТЕШКОТО,,Срцето што не ме има,"Срцето што не ме има

Сегам низ празнината,
гледам, но веќе нема.
Загинав во сета таа,
остана само срцето што ме нема.

Веќе не сум тука, не постојам,
дури и сега сум само сенка.
Не знам што правам, ниту сум,
дури и мене ме нема.

Пес од себе самиот,
сум пропаднат и распаднат.
Сè што беше мое, мене ми нема,
само срцето останало - и тоа болно.

Дури и пак да се вратам назад,
тоа срце нема како да го најдам.
Се стопив во небиднината,
остана само празнината што ме нема.",7063,250,7313,3312,30.975868225097656,3.870680116261527e-05,0.0,0.0,0.0,0.7646459341049194
Блаже Конески,ЧЕКАЊЕ,,Небото на срцето,"Небото на срцето

Мене ме сум,
Дури и сега
Кога срцето ми пее,
Сè уште ја чувствувам
Таа болка што трае.

Тој бескраен надеж,
Што ми пулсира во вените,
Дури и кога свесно
Велам нема веќе.

Восхитено гледам
Како шума омразата,
Што сегаше по моите сништа,
Нема веќе да ја има.

Нема пци што ќе ме чепкаат,
Нема души што ќе ме казнуваат,
Само срце, мое срце,
Што дури и дури ќе ме сака.

Сега сум само јас,
Јас сум сега,
И пак ќе пеам,
Сè додека душата
Не истопи во срцето.",7063,285,7348,3921,23.37437629699707,0.0025862165093628,0.0,0.0,0.0,0.8348835110664368
Блаже Конески,Кобење,,Сума време,"Сума време

Сум сега, а сепак веќе
Пес ме чека, дури и пак.
Срцето чувствува голема жега,
Иако, нема причина за страв.

Дури и кога мене ме нема,
Тука е, ме следи отсекогаш.
Уште чека, ме сака, ме брани,
И кога далеку сум, не ме пушта.

Нема грешка, тоа е мој пријател,
Мое срце, што никогаш не забораѓа.
Уште ме сака, ме гледа, ме пази,
И мене мене ми се допаѓа.",7063,224,7287,3256,31.32941436767578,0.0029011677120005,0.0,0.0,0.0,0.6909305453300476
Блаже Конески,НЕЖНОСТ,,Срце мое,"Срце мое

Сум јас што сака, што пес ме вика,
Веќе сум тука, сегам по срцето.
Нема мене што даром се одрекува,
Дури и сеа кога чекам уште.

Веќе не знам дали сме како некогаш,
Дали ќе ме прими пак срцето твое?
Каде си ти што ме носеше во себе,
Каде се деде нашата љубов?

Пак ќе те чекам, денес и утре,
Дури со мене да си на крајот.
Нема да бегам нигде од тебе, 
Ти си мое, єи мое единствено срце.",7063,234,7297,3471,29.716238021850582,0.0044185116893835,0.0,0.0,0.0,0.7221325039863586
Блаже Конески,Планина,,Срце сумено,"Срце сумено

Јас сум овде, а ти веќе нема,
Дури сега соѕирам, затоа тага сега ме тера.
Пес на други не ми треба веќе,
Ни до нивното остро лаење, веќе.

Сега чекам, но никого нема,
Во празнина само мојот стон ехото го дрема.
Сегам кон нешто што веќе одамна нема,
Сега срцето ми се.пара, а душата бледа.

Дури и дневот, што го чекав, веќе замина,
Остана само тага што колку оди, толку се зголемина.
Болката во мене, како што растеше,
Ме праша: ""Зошто?""- но одговор нема.

Уште малку ќе сакам, ќе чекам, ќе снева,
Дури сè не биде, како што мојот сон очекува.
Но, ако нема, тогаш сопствениот пес ќе станам јас,
И со него ќе одам кога ќе ми изгаснат сите згаснати зраци.",7063,366,7429,4968,33.673519134521484,0.0027019500251313,0.0,0.0,0.0,0.8398221731185913
Блаже Конески,Неизвесност,,Песна за тебе,"Песна за тебе

Сум тука, сум веќе,
Пес што лае од радост.
Дури дури, до срце
Допираш со нежност.

Сега сегам по твојата рака,
Нема друго што сакам,
Пак и пак, од тебе да сакам,
Што ми даваш од срце.

Дури ако нема веќе,
Се тргнувам со тага,
Но ти пак со срце ќе ме чекаш,
Мен, што станувам твоја среќа.",7063,192,7255,3172,26.06545829772949,0.0030640351367624,0.0,0.0,0.0,0.7332841157913208
Блаже Конески,Младост,,Срцето мое,"Срцето мое

Сум овде, пес, со веќе уморно срце,
Што сé уште пак сака да сега и чувства.
Дури не дознав, а веќе бев на крај,
Изгубен во мрежите на твојата милост.

Сега, мене ме нема дури и меѓу своите,
Оставен сам во овој свет без тебе.
Пак ќе се чекам, исчекувајќи те уште,
Со надеж дека некогаш ќе бидеш тука.

Дури и кога тоа срце ќе престане да чука,
И кога ќе бидам веќе само спомен,
Неговиот ритам ќе го слушам повторно,
Во твоите нови срца што ќе го заменат моето.",7063,272,7335,3792,31.8623046875,0.0033048904094904,0.0,0.0,0.0,0.7781113982200623
Блаже Конески,ВОДНО,,"Мене, сега","Мене, сега

Сум јас, пес од непознато срце,
Што сега веќе не сака пак да лае,
Дури и кога дури ми се пари срцето,
Немам куд, само уште да тагувам.

Мене ме нема веќе таму, 
Каде што сумав пак и веќе,
Сум насам, сам, оставен,
Што сега уште може со мене да се прави.

Дури и кога повеќе не можам,
Да ја гледам светлината што некогаш ја имав,
Срцето ми сега уште кука и сака,
Да му се врати милината што некогаш ја имаше.

Но, сега веќе нема, ништо веќе не е исто,
Мене ме нема таму каде што сакам,
Сум тука, сам, во темнината скриен,
Само со мојата болка, што ме уште сега изеда.",7063,312,7375,4106,20.442358016967773,0.0017523420205443,0.0,0.0,0.0,0.7726734280586243
Блаже Конески,ОД ВОЗОТ,,Срце и душа,"Срце и душа

Сум овде, веќе сега,
Дури и песот што лае,
Нема да ме дофати,
Веќе ми срцето крае.

Уште од давни времиња,
Пес е верен другар, мајно,
Срцето ми го сака,
Затоа до мене е секогаш крај.

Дури и кога сум сам,
Чувствувам како да го имам,
Нема што да ми помогне,
Душата пак да ја вратам.

Сега, кога сум со тебе,
Уште повеќе ми пресметува,
Дури и срцето дробам,
Дури и душата ми је.

Зошто сега ме остави,
Само со песот што ме брани?
Дури и небесата ги предам,
Само да те вратам во мене и сам.",7063,287,7350,3713,24.3154525756836,0.0029367451410172,0.0,0.0,0.0,0.7753032445907593
Блаже Конески,ТИШИНА,,Срце што ме полни,"Срце што ме полни

Сум овде, веќе сега,
Што ми срце полни сега.
Пес што ми верно стои,
Уште повеќе ме да гои.

Дури денес, да ме грие,
Сега кога душата ми се бие.
Немам никого освен тебе,
Што го носам во срцето себе.

Сега, пес, кога ти си тука,
Нема ништо што да ме мука.
Сите празнини ги полниш ти,
Срцето ми блика, само ми ги дари.

Уште повеќе, да ме сака,
Да ме држи, нема да ме пушта.
Дури и кога ќе сум сам,
Со тебе и понатаму сум.",7063,262,7325,3443,29.236961364746094,0.0029713468862826,0.0,0.0,0.0,0.778419017791748
